[[299  11]] , [[299  15]]
[[661 349]] , [[661 353]]
[[1039   13]] , [[1038   14]]
[[1065  107]] , [[1065  108]]
[[138 356]] , [[136 358]]
[[ 27 356]] , [[ 27 360]]
[[992 118]] , [[991 119]]
[[947 120]] , [[947 124]]
[[972 121]] , [[972 125]]
[[896 120]] , [[896 124]]
[[802 119]] , [[802 123]]
[[760 119]] , [[760 123]]
[[869 119]] , [[868 120]]
[[ 13 357]] , [[ 12 358]]
[[100 460]] , [[100 464]]
[[848 121]] , [[848 125]]
[[720 355]] , [[720 359]]
[[720 355]] , [[720 359]]
[[816 121]] , [[816 125]]
[[963 115]] , [[963 119]]
[[  0 124]] , [[  0 128]]
[[ 84 473]] , [[ 84 477]]
[[730 355]] , [[730 359]]
[[860 120]] , [[860 124]]
[[173 358]] , [[173 362]]
[[929 117]] , [[929 121]]
[[149 358]] , [[149 362]]
[[840 115]] , [[840 119]]
[[ 25 358]] , [[ 25 362]]
[[619 119]] , [[618 120]]
[[1019  118]] , [[1019  122]]
[[192 454]] , [[192 455]]
[[782 117]] , [[782 121]]
[[278 489]] , [[278 493]]
[[525 575]] , [[525 579]]
[[703 454]] , [[703 458]]
[[ 47 308]] , [[ 47 312]]
[[ 90 304]] , [[ 90 308]]
[[381 454]] , [[381 458]]
[[884 117]] , [[884 121]]
[[749 119]] , [[749 123]]
[[203 456]] , [[203 460]]
[[  6 308]] , [[  6 312]]
[[446 550]] , [[446 554]]
[[813 119]] , [[813 123]]
[[272 486]] , [[271 487]]
[[106 485]] , [[106 489]]
[[1053  119]] , [[1053  123]]
[[1021  119]] , [[1021  123]]
[[909 121]] , [[909 125]]
[[125 357]] , [[125 361]]
[[192 456]] , [[192 460]]
[[1061  115]] , [[1061  119]]
[[740 119]] , [[740 123]]
[[888 119]] , [[888 123]]
[[799 119]] , [[799 123]]
[[753 119]] , [[753 123]]
[[1025  119]] , [[1025  123]]
[[100 460]] , [[100 464]]
[[251 488]] , [[251 492]]
[[320 489]] , [[320 493]]
[[196 359]] , [[196 363]]
[[848 121]] , [[848 125]]
[[746 121]] , [[746 125]]
[[134 357]] , [[134 361]]
[[1063  113]] , [[1063  114]]
[[ 80 469]] , [[ 80 473]]
[[183 487]] , [[183 491]]
[[304 491]] , [[304 495]]
[[349 456]] , [[349 460]]
[[744 119]] , [[744 123]]
[[607 460]] , [[607 464]]
[[236 458]] , [[236 462]]
[[236 458]] , [[236 462]]
[[810 121]] , [[810 125]]
[[ 78 467]] , [[ 78 471]]
[[ 64 359]] , [[ 64 363]]
[[156 489]] , [[156 493]]
[[1075  102]] , [[1075  107]]
[[ 82 304]] , [[ 82 308]]
