[[245 302]] , [[245 306]]
[[557 351]] , [[557 355]]
[[1060  114]] , [[1060  115]]
[[907 120]] , [[907 124]]
[[757 119]] , [[757 123]]
[[978 121]] , [[977 122]]
[[814 119]] , [[813 120]]
[[ 17 357]] , [[ 17 361]]
[[1076   95]] , [[1074   97]]
[[878 119]] , [[877 120]]
[[812 119]] , [[811 120]]
[[1007  118]] , [[1005  120]]
[[887 119]] , [[887 123]]
[[909 119]] , [[909 123]]
[[1026  119]] , [[1025  120]]
[[837 120]] , [[836 121]]
[[128 355]] , [[128 357]]
[[488 451]] , [[488 455]]
[[956 121]] , [[955 122]]
[[742 356]] , [[742 360]]
[[958 121]] , [[957 122]]
[[262 455]] , [[262 459]]
[[811 120]] , [[811 124]]
[[719 120]] , [[719 124]]
[[982 120]] , [[982 124]]
[[734 121]] , [[733 122]]
[[1064  113]] , [[1055  122]]
[[969 121]] , [[969 125]]
[[925 121]] , [[925 125]]
[[1076   97]] , [[1075   98]]
[[619 120]] , [[619 124]]
[[619 120]] , [[619 124]]
[[860 120]] , [[860 124]]
[[799 120]] , [[799 124]]
[[622 119]] , [[621 120]]
[[799 120]] , [[799 124]]
[[253 123]] , [[253 127]]
[[748 301]] , [[747 302]]
[[623 118]] , [[623 122]]
[[971 119]] , [[971 123]]
[[1072  100]] , [[1071  101]]
[[ 80 303]] , [[ 80 307]]
[[1035  119]] , [[1034  120]]
[[907 120]] , [[907 124]]
[[739 119]] , [[739 123]]
[[334 453]] , [[334 457]]
[[608 120]] , [[608 124]]
[[731 353]] , [[731 357]]
[[ 86 303]] , [[ 86 307]]
[[750 354]] , [[750 358]]
[[331 351]] , [[331 355]]
[[1011  118]] , [[1010  119]]
[[608 120]] , [[608 124]]
[[608 120]] , [[608 124]]
[[128 355]] , [[128 357]]
[[1023  120]] , [[1023  124]]
[[941 121]] , [[941 125]]
[[965 121]] , [[965 125]]
[[886 120]] , [[886 124]]
[[131 358]] , [[131 362]]
[[739 120]] , [[739 124]]
[[1077   96]] , [[1077  100]]
[[815 122]] , [[815 126]]
[[1074   99]] , [[1073  100]]
[[1013  118]] , [[1013  122]]
[[976 121]] , [[976 125]]
[[990 120]] , [[990 124]]
[[974 119]] , [[974 123]]
[[638 456]] , [[638 460]]
[[254 552]] , [[254 556]]
[[140 357]] , [[140 361]]
[[593 493]] , [[593 497]]
[[759 627]] , [[759 631]]
[[780 653]] , [[780 657]]
[[221 574]] , [[221 578]]
[[630 549]] , [[630 553]]
[[653 570]] , [[653 574]]
[[766 552]] , [[766 556]]
[[766 552]] , [[766 556]]
[[122 460]] , [[122 464]]
[[184 571]] , [[184 575]]
[[654 570]] , [[653 571]]
[[786 555]] , [[786 559]]
[[263 488]] , [[263 492]]
[[651 483]] , [[651 487]]
[[837 465]] , [[837 472]]
[[421 553]] , [[421 557]]
[[265 551]] , [[262 554]]
[[478 552]] , [[478 556]]
[[343 490]] , [[343 494]]
[[375 573]] , [[374 574]]
[[590 550]] , [[590 554]]
[[494 653]] , [[494 657]]
[[205 458]] , [[205 462]]
[[ 83 459]] , [[ 82 460]]
[[532 491]] , [[532 495]]
[[712 488]] , [[710 490]]
[[524 573]] , [[524 577]]
[[666 570]] , [[664 572]]
[[550 658]] , [[550 665]]
[[916 614]] , [[915 615]]
[[537 649]] , [[537 650]]
[[544 574]] , [[544 578]]
[[489 576]] , [[489 580]]
[[271 573]] , [[270 574]]
[[502 576]] , [[502 580]]
[[753 554]] , [[753 558]]
[[752 554]] , [[752 558]]
[[637 554]] , [[637 558]]
[[197 572]] , [[197 576]]
[[335 492]] , [[335 496]]
[[367 551]] , [[367 555]]
[[379 551]] , [[379 555]]
[[914 620]] , [[914 621]]
[[731 554]] , [[731 558]]
[[430 575]] , [[430 579]]
[[584 646]] , [[584 650]]
[[920 612]] , [[919 613]]
[[446 574]] , [[446 578]]
[[539 637]] , [[539 641]]
[[920 612]] , [[919 613]]
[[356 664]] , [[356 668]]
[[390 490]] , [[388 492]]
[[574 618]] , [[574 623]]
[[188 571]] , [[188 575]]
[[708 639]] , [[708 643]]
[[299 551]] , [[298 552]]
[[493 575]] , [[492 576]]
[[273 571]] , [[273 572]]
[[564 621]] , [[564 625]]
[[756 630]] , [[756 634]]
[[756 630]] , [[756 634]]
[[493 669]] , [[493 673]]
[[560 669]] , [[560 673]]
[[295 574]] , [[295 578]]
[[733 574]] , [[733 578]]
[[426 571]] , [[426 575]]
[[750 661]] , [[750 665]]
[[646 662]] , [[646 671]]
[[698 636]] , [[698 641]]
[[578 621]] , [[578 625]]
[[644 575]] , [[644 579]]
[[217 574]] , [[217 578]]
[[574 668]] , [[574 673]]
[[514 684]] , [[514 691]]
[[790 680]] , [[790 684]]
[[571 684]] , [[571 689]]
[[815 691]] , [[814 692]]
[[486 703]] , [[487 702]]
[[843 664]] , [[843 666]]
[[781 685]] , [[781 689]]
[[556 686]] , [[556 693]]
[[511 631]] , [[511 635]]
[[637 662]] , [[637 672]]
[[563 621]] , [[562 622]]
[[578 652]] , [[578 657]]
[[673 492]] , [[673 496]]
