[[94  7]] , [[93  8]]
[[734 117]] , [[734 121]]
[[637 489]] , [[636 490]]
[[573 589]] , [[572 590]]
[[637 487]] , [[637 491]]
[[319 453]] , [[318 454]]
[[174 487]] , [[174 491]]
[[287 455]] , [[287 459]]
[[704 484]] , [[703 485]]
[[734 119]] , [[734 123]]
[[109 484]] , [[109 488]]
[[725 483]] , [[725 487]]
[[749 483]] , [[749 487]]
[[171 355]] , [[170 356]]
[[  0 351]] , [[  0 355]]
[[ 29 309]] , [[ 29 313]]
[[277 488]] , [[277 492]]
[[156 483]] , [[156 487]]
[[749 483]] , [[749 487]]
[[366 454]] , [[366 458]]
[[348 550]] , [[348 554]]
[[ 88 475]] , [[ 88 479]]
[[662 570]] , [[660 572]]
[[1063  109]] , [[1063  110]]
[[ 80 304]] , [[ 80 308]]
[[293 455]] , [[293 459]]
[[186 357]] , [[186 361]]
[[595 549]] , [[594 550]]
[[640 487]] , [[639 488]]
[[387 571]] , [[387 575]]
[[555 547]] , [[553 549]]
[[656 572]] , [[655 573]]
[[365 551]] , [[365 555]]
[[473 492]] , [[473 496]]
[[193 487]] , [[193 489]]
[[674 491]] , [[674 495]]
[[206 489]] , [[206 493]]
[[204 489]] , [[204 493]]
[[101 486]] , [[101 490]]
[[275 489]] , [[274 490]]
[[295 455]] , [[295 459]]
[[ 77 468]] , [[ 77 472]]
[[671 485]] , [[671 489]]
[[687 554]] , [[687 558]]
[[765 488]] , [[764 489]]
[[367 551]] , [[367 555]]
[[396 554]] , [[396 558]]
[[431 549]] , [[430 550]]
[[380 491]] , [[380 495]]
[[217 553]] , [[215 555]]
[[543 549]] , [[543 553]]
[[324 573]] , [[324 577]]
[[159 457]] , [[158 458]]
[[317 551]] , [[317 555]]
[[685 485]] , [[685 487]]
[[460 548]] , [[460 552]]
[[207 460]] , [[207 464]]
[[630 489]] , [[630 493]]
[[748 487]] , [[748 491]]
[[390 491]] , [[390 495]]
[[289 551]] , [[289 555]]
[[295 551]] , [[295 555]]
[[463 574]] , [[463 578]]
[[388 575]] , [[388 579]]
[[229 488]] , [[229 492]]
[[562 489]] , [[562 493]]
[[189 485]] , [[189 487]]
[[202 573]] , [[202 577]]
[[656 572]] , [[654 574]]
[[433 549]] , [[432 550]]
[[494 491]] , [[494 495]]
[[487 491]] , [[486 492]]
[[235 487]] , [[233 489]]
[[655 574]] , [[655 578]]
[[430 575]] , [[430 579]]
[[650 574]] , [[649 575]]
[[621 617]] , [[621 620]]
[[707 631]] , [[705 633]]
[[395 576]] , [[395 580]]
[[271 574]] , [[270 575]]
[[751 631]] , [[751 635]]
[[751 631]] , [[751 635]]
[[179 572]] , [[179 576]]
