[[ 487 1186]] , [[ 492 1186]]
[[ 511 1194]] , [[ 512 1193]]
[[178 901]] , [[178 938]]
[[ 658 1357]] , [[ 659 1358]]
[[308 868]] , [[308 869]]
[[ 630 1031]] , [[ 631 1030]]
[[ 630 1031]] , [[ 631 1030]]
[[ 418 1215]] , [[ 418 1216]]
[[ 614 1307]] , [[ 615 1308]]
[[ 217 1362]] , [[ 218 1361]]
[[ 521 1351]] , [[ 522 1350]]
[[ 425 1302]] , [[ 426 1301]]
[[259 842]] , [[260 841]]
[[661 797]] , [[661 801]]
[[696 844]] , [[697 843]]
[[509 573]] , [[508 574]]
[[568 853]] , [[569 852]]
[[843 663]] , [[842 664]]
[[207 571]] , [[207 575]]
[[777 565]] , [[777 569]]
[[183 571]] , [[183 575]]
[[832 681]] , [[831 682]]
[[1069  769]] , [[1069  784]]
[[256 551]] , [[255 552]]
[[735 569]] , [[734 570]]
[[733 570]] , [[733 574]]
[[181 571]] , [[181 575]]
[[181 571]] , [[181 575]]
[[912 615]] , [[911 616]]
[[734 570]] , [[734 574]]
[[796 653]] , [[796 657]]
[[509 573]] , [[508 574]]
[[214 553]] , [[214 557]]
[[197 485]] , [[197 489]]
[[302 553]] , [[302 557]]
[[684 488]] , [[684 492]]
[[646 574]] , [[646 578]]
[[920 609]] , [[919 610]]
[[241 572]] , [[240 573]]
[[916 613]] , [[914 615]]
[[227 553]] , [[227 557]]
[[177 571]] , [[177 575]]
[[176 572]] , [[176 576]]
[[695 574]] , [[695 578]]
[[685 575]] , [[684 576]]
[[367 575]] , [[366 576]]
[[246 575]] , [[245 576]]
[[767 490]] , [[767 494]]
[[237 489]] , [[236 490]]
[[265 490]] , [[265 494]]
[[497 492]] , [[497 496]]
[[213 489]] , [[213 493]]
[[303 553]] , [[303 557]]
[[244 574]] , [[244 578]]
[[391 514]] , [[391 519]]
[[501 575]] , [[500 576]]
[[495 492]] , [[495 496]]
[[272 574]] , [[272 578]]
[[187 571]] , [[187 575]]
[[252 574]] , [[252 578]]
[[190 553]] , [[190 557]]
[[291 489]] , [[291 493]]
[[277 489]] , [[277 493]]
[[269 553]] , [[269 557]]
[[339 574]] , [[339 579]]
[[477 575]] , [[477 579]]
[[306 490]] , [[306 494]]
[[568 572]] , [[568 576]]
