[[1022  120]] , [[1022  124]]
[[855 119]] , [[854 120]]
[[815 635]] , [[815 639]]
[[141 357]] , [[141 361]]
[[781 596]] , [[781 601]]
[[269 488]] , [[269 492]]
[[366 453]] , [[366 457]]
[[430 451]] , [[429 452]]
[[749 119]] , [[748 120]]
[[1007  118]] , [[1006  119]]
[[1022  120]] , [[1022  124]]
[[855 119]] , [[854 120]]
[[815 635]] , [[815 639]]
[[141 357]] , [[141 361]]
[[781 596]] , [[781 601]]
[[269 488]] , [[269 492]]
[[366 453]] , [[366 457]]
[[430 451]] , [[429 452]]
[[749 119]] , [[748 120]]
[[680 875]] , [[681 874]]
[[798 837]] , [[796 839]]
[[390 948]] , [[391 947]]
[[802 859]] , [[801 860]]
[[396 962]] , [[397 963]]
[[ 418 1271]] , [[ 419 1270]]
[[ 620 1305]] , [[ 621 1304]]
[[188 967]] , [[189 968]]
[[ 357 1003]] , [[ 357 1004]]
[[ 450 1009]] , [[ 451 1008]]
[[639 914]] , [[638 915]]
[[431 838]] , [[431 840]]
[[619 890]] , [[620 889]]
[[542 637]] , [[541 638]]
[[529 674]] , [[530 673]]
[[700 551]] , [[699 552]]
[[928 605]] , [[928 609]]
[[667 570]] , [[666 571]]
[[551 551]] , [[551 556]]
[[912 615]] , [[911 616]]
[[379 489]] , [[379 493]]
[[422 553]] , [[422 557]]
[[379 489]] , [[379 493]]
[[680 486]] , [[680 490]]
[[608 550]] , [[608 554]]
[[457 551]] , [[457 555]]
[[264 551]] , [[262 553]]
[[441 573]] , [[441 577]]
[[912 615]] , [[911 616]]
[[441 573]] , [[441 577]]
[[188 570]] , [[188 574]]
[[638 645]] , [[637 646]]
[[397 549]] , [[397 553]]
[[683 487]] , [[683 491]]
[[405 489]] , [[405 493]]
[[561 626]] , [[562 625]]
[[530 652]] , [[528 654]]
[[748 627]] , [[748 631]]
[[751 645]] , [[751 649]]
[[614 679]] , [[615 678]]
[[788 645]] , [[787 646]]
[[561 658]] , [[562 657]]
[[627 623]] , [[627 627]]
[[516 652]] , [[516 657]]
[[615 674]] , [[616 673]]
[[557 655]] , [[557 659]]
[[574 701]] , [[573 702]]
[[867 643]] , [[867 647]]
[[788 649]] , [[787 650]]
[[707 641]] , [[707 645]]
[[867 643]] , [[866 644]]
[[831 668]] , [[832 667]]
[[357 665]] , [[355 667]]
[[797 715]] , [[798 714]]
[[850 667]] , [[849 668]]
[[377 685]] , [[377 689]]
[[571 690]] , [[572 689]]
[[497 721]] , [[498 720]]
[[464 695]] , [[464 699]]
[[474 699]] , [[475 698]]
[[623 690]] , [[624 689]]
[[356 663]] , [[355 664]]
[[523 697]] , [[524 696]]
[[529 690]] , [[530 689]]
[[497 705]] , [[498 704]]
[[808 711]] , [[807 712]]
[[625 690]] , [[626 689]]
[[787 687]] , [[786 688]]
[[473 681]] , [[473 685]]
[[667 729]] , [[667 730]]
[[379 687]] , [[379 696]]
[[523 684]] , [[523 688]]
[[573 703]] , [[572 704]]
[[742 733]] , [[741 734]]
[[644 685]] , [[643 686]]
[[802 715]] , [[801 716]]
[[636 713]] , [[635 714]]
[[529 713]] , [[527 715]]
[[529 713]] , [[527 715]]
[[636 727]] , [[634 729]]
[[531 719]] , [[532 718]]
[[509 729]] , [[509 732]]
[[636 713]] , [[635 714]]
[[770 737]] , [[769 738]]
[[659 701]] , [[657 703]]
[[770 737]] , [[769 738]]
[[617 738]] , [[618 737]]
[[699 781]] , [[700 780]]
[[275 840]] , [[276 840]]
[[703 735]] , [[701 737]]
[[771 725]] , [[771 726]]
[[518 767]] , [[521 767]]
[[701 739]] , [[701 743]]
[[622 725]] , [[621 726]]
[[491 742]] , [[490 743]]
[[575 754]] , [[576 753]]
[[671 699]] , [[671 700]]
[[787 695]] , [[786 696]]
[[485 715]] , [[485 719]]
[[642 722]] , [[642 724]]
[[774 713]] , [[774 714]]
[[454 713]] , [[454 717]]
[[642 720]] , [[641 721]]
[[644 695]] , [[647 695]]
[[642 720]] , [[641 721]]
[[303 702]] , [[303 706]]
[[482 767]] , [[483 766]]
[[375 722]] , [[375 724]]
[[481 718]] , [[482 717]]
[[542 717]] , [[541 718]]
[[642 721]] , [[641 722]]
[[378 713]] , [[377 714]]
[[434 699]] , [[433 700]]
[[497 706]] , [[498 705]]
[[776 709]] , [[776 710]]
[[505 731]] , [[506 730]]
[[461 712]] , [[462 713]]
[[385 698]] , [[386 697]]
[[777 702]] , [[777 706]]
[[294 699]] , [[294 706]]
[[524 711]] , [[523 712]]
[[529 738]] , [[530 737]]
[[821 703]] , [[821 707]]
[[536 701]] , [[535 702]]
[[439 699]] , [[439 700]]
[[390 731]] , [[390 735]]
[[493 740]] , [[494 741]]
[[325 677]] , [[325 681]]
[[292 699]] , [[292 703]]
[[822 708]] , [[822 712]]
[[790 700]] , [[791 699]]
[[481 714]] , [[482 713]]
[[454 711]] , [[453 712]]
[[700 742]] , [[701 741]]
[[506 744]] , [[507 743]]
[[499 742]] , [[500 741]]
[[530 715]] , [[529 716]]
[[493 740]] , [[494 741]]
[[731 726]] , [[731 730]]
[[788 716]] , [[788 721]]
[[820 716]] , [[820 720]]
[[489 756]] , [[490 755]]
[[521 760]] , [[523 760]]
[[336 717]] , [[335 718]]
[[733 726]] , [[733 730]]
[[488 738]] , [[489 737]]
[[481 714]] , [[482 713]]
[[370 701]] , [[370 703]]
[[449 736]] , [[450 735]]
[[803 705]] , [[803 709]]
[[776 715]] , [[776 720]]
[[427 744]] , [[428 743]]
[[670 718]] , [[669 719]]
[[430 733]] , [[430 737]]
[[446 734]] , [[446 740]]
[[821 691]] , [[821 695]]
[[464 717]] , [[463 718]]
[[821 691]] , [[821 695]]
[[501 706]] , [[502 705]]
[[484 721]] , [[485 720]]
[[404 733]] , [[403 734]]
[[745 734]] , [[745 738]]
[[686 695]] , [[686 699]]
[[484 713]] , [[483 714]]
[[904 631]] , [[904 635]]
[[918 617]] , [[918 620]]
[[204 555]] , [[203 556]]
[[380 551]] , [[380 555]]
[[528 574]] , [[528 578]]
[[714 670]] , [[714 674]]
[[527 655]] , [[527 656]]
[[550 653]] , [[549 654]]
[[548 575]] , [[547 576]]
[[543 645]] , [[543 648]]
[[539 649]] , [[539 653]]
[[560 576]] , [[560 580]]
[[512 651]] , [[511 652]]
[[817 690]] , [[818 689]]
[[688 643]] , [[687 644]]
[[786 691]] , [[787 690]]
[[489 655]] , [[487 657]]
[[788 656]] , [[788 666]]
[[196 555]] , [[195 556]]
[[178 572]] , [[178 576]]
[[670 629]] , [[669 630]]
