[[43  3]] , [[43  7]]
[[384 119]] , [[383 120]]
[[1075   95]] , [[1075   99]]
[[1076   96]] , [[1076   98]]
[[1076   97]] , [[1076   98]]
[[782 301]] , [[782 305]]
[[684 552]] , [[684 556]]
[[510 605]] , [[510 609]]
[[540 491]] , [[540 495]]
[[207 456]] , [[207 460]]
[[575 489]] , [[574 490]]
[[614 483]] , [[614 487]]
[[254 488]] , [[254 492]]
[[214 351]] , [[214 355]]
[[363 489]] , [[362 490]]
[[277 488]] , [[277 492]]
[[263 488]] , [[263 492]]
[[479 451]] , [[478 452]]
[[183 356]] , [[183 360]]
[[ 94 355]] , [[ 94 359]]
[[365 489]] , [[364 490]]
[[124 487]] , [[124 491]]
[[391 488]] , [[391 492]]
[[837 465]] , [[837 473]]
[[689 552]] , [[689 556]]
[[124 487]] , [[124 491]]
[[591 572]] , [[591 576]]
[[911 118]] , [[911 122]]
[[798 354]] , [[798 358]]
[[542 458]] , [[542 462]]
[[417 453]] , [[416 454]]
[[769 552]] , [[769 556]]
[[454 489]] , [[454 493]]
[[247 573]] , [[246 574]]
[[606 551]] , [[606 555]]
[[365 574]] , [[365 578]]
[[303 554]] , [[303 558]]
[[323 553]] , [[323 557]]
[[277 490]] , [[277 494]]
[[527 551]] , [[527 555]]
[[576 490]] , [[575 491]]
[[406 491]] , [[406 495]]
[[204 489]] , [[204 493]]
[[519 491]] , [[519 495]]
[[605 460]] , [[605 464]]
[[433 487]] , [[433 491]]
[[577 487]] , [[577 491]]
[[711 571]] , [[711 575]]
[[521 490]] , [[521 494]]
[[748 554]] , [[748 558]]
[[529 571]] , [[529 575]]
[[529 552]] , [[529 556]]
[[287 551]] , [[285 553]]
[[245 571]] , [[244 572]]
[[217 553]] , [[215 555]]
[[628 574]] , [[628 578]]
[[124 462]] , [[124 466]]
[[188 571]] , [[188 575]]
[[576 488]] , [[575 489]]
[[610 553]] , [[610 557]]
[[805 485]] , [[805 489]]
[[563 549]] , [[563 553]]
[[278 489]] , [[278 493]]
[[269 553]] , [[269 557]]
[[248 556]] , [[248 560]]
[[204 571]] , [[204 575]]
[[565 617]] , [[564 618]]
