[[ 78 314]] , [[ 78 319]]
[[ 28 440]] , [[ 28 445]]
[[615 739]] , [[615 743]]
[[ 76 454]] , [[ 76 455]]
[[ 33 436]] , [[ 33 440]]
[[390 595]] , [[391 594]]
[[389 596]] , [[390 595]]
[[ 80 486]] , [[ 80 487]]
[[ 76 488]] , [[ 76 493]]
[[592 740]] , [[592 744]]
[[ 33 528]] , [[ 33 532]]
[[471 918]] , [[472 917]]
[[596 740]] , [[596 745]]
[[ 78 476]] , [[ 78 477]]
[[  0 526]] , [[  0 531]]
[[633 740]] , [[633 744]]
[[536 646]] , [[536 651]]
[[403 594]] , [[404 593]]
[[ 16 527]] , [[ 16 531]]
[[ 65 500]] , [[ 65 501]]
[[104 313]] , [[104 317]]
[[604 740]] , [[604 744]]
[[604 740]] , [[604 744]]
[[681 914]] , [[682 913]]
[[ 20 526]] , [[ 20 530]]
[[ 20 526]] , [[ 20 530]]
[[ 20 526]] , [[ 20 530]]
[[603 740]] , [[603 744]]
[[835 755]] , [[836 754]]
[[467 918]] , [[468 917]]
[[524 956]] , [[525 955]]
[[856 604]] , [[857 603]]
[[461 594]] , [[462 593]]
[[651 604]] , [[652 603]]
[[606 740]] , [[606 744]]
[[476 737]] , [[476 743]]
[[ 14 530]] , [[ 13 531]]
[[ 26 524]] , [[ 25 525]]
[[ 78 490]] , [[ 78 491]]
[[ 78 490]] , [[ 78 491]]
[[ 26 524]] , [[ 25 525]]
[[ 34 531]] , [[ 34 535]]
[[606 740]] , [[606 745]]
[[624 744]] , [[624 748]]
[[545 614]] , [[546 613]]
[[606 740]] , [[606 744]]
[[ 332 1014]] , [[ 331 1015]]
[[684 913]] , [[687 913]]
[[929 790]] , [[930 789]]
[[655 603]] , [[656 602]]
[[385 996]] , [[386 995]]
[[ 385 1002]] , [[ 386 1001]]
[[ 51 472]] , [[ 51 473]]
[[ 61 468]] , [[ 61 475]]
[[512 728]] , [[512 733]]
[[512 727]] , [[512 731]]
[[758 742]] , [[758 748]]
[[ 410 1000]] , [[ 410 1009]]
[[  60 1051]] , [[  59 1052]]
[[689 911]] , [[690 910]]
[[  28 1052]] , [[  28 1053]]
[[920 608]] , [[920 609]]
[[  64 1051]] , [[  63 1052]]
[[382 996]] , [[ 382 1001]]
[[524 726]] , [[524 731]]
[[520 726]] , [[520 731]]
[[ 392 1014]] , [[ 392 1019]]
[[ 48 466]] , [[ 48 471]]
[[914 608]] , [[914 609]]
[[176 187]] , [[176 191]]
[[  71 1064]] , [[  71 1069]]
[[417 968]] , [[417 975]]
[[498 723]] , [[498 727]]
[[497 722]] , [[496 723]]
[[374 912]] , [[375 911]]
[[496 720]] , [[496 725]]
[[496 720]] , [[496 725]]
[[  9 420]] , [[  8 421]]
[[422 998]] , [[ 422 1003]]
[[380 990]] , [[ 380 1001]]
[[490 718]] , [[490 723]]
[[400 988]] , [[400 993]]
[[  7 433]] , [[  6 434]]
[[ 78 314]] , [[ 78 319]]
[[ 28 440]] , [[ 28 445]]
[[615 739]] , [[615 743]]
[[ 76 454]] , [[ 76 455]]
[[ 33 436]] , [[ 33 440]]
[[390 595]] , [[391 594]]
[[389 596]] , [[390 595]]
[[ 80 486]] , [[ 80 487]]
[[ 76 488]] , [[ 76 493]]
[[592 740]] , [[592 744]]
[[ 33 528]] , [[ 33 532]]
[[471 918]] , [[472 917]]
[[596 740]] , [[596 745]]
[[ 78 476]] , [[ 78 477]]
[[  0 526]] , [[  0 531]]
[[633 740]] , [[633 744]]
[[536 646]] , [[536 651]]
[[403 594]] , [[404 593]]
[[ 16 527]] , [[ 16 531]]
[[ 65 500]] , [[ 65 501]]
[[104 313]] , [[104 317]]
[[604 740]] , [[604 744]]
[[604 740]] , [[604 744]]
[[681 914]] , [[682 913]]
[[ 20 526]] , [[ 20 530]]
[[ 20 526]] , [[ 20 530]]
[[ 20 526]] , [[ 20 530]]
[[603 740]] , [[603 744]]
[[835 755]] , [[836 754]]
[[467 918]] , [[468 917]]
[[524 956]] , [[525 955]]
[[856 604]] , [[857 603]]
[[461 594]] , [[462 593]]
[[651 604]] , [[652 603]]
[[606 740]] , [[606 744]]
[[476 737]] , [[476 743]]
[[ 14 530]] , [[ 13 531]]
[[ 26 524]] , [[ 25 525]]
[[ 78 490]] , [[ 78 491]]
[[ 78 490]] , [[ 78 491]]
[[ 26 524]] , [[ 25 525]]
[[ 34 531]] , [[ 34 535]]
[[606 740]] , [[606 745]]
[[624 744]] , [[624 748]]
[[545 614]] , [[546 613]]
[[606 740]] , [[606 744]]
[[ 332 1014]] , [[ 331 1015]]
[[684 913]] , [[687 913]]
[[929 790]] , [[930 789]]
[[655 603]] , [[656 602]]
[[385 996]] , [[386 995]]
[[ 385 1002]] , [[ 386 1001]]
[[ 51 472]] , [[ 51 473]]
[[ 61 468]] , [[ 61 475]]
[[512 728]] , [[512 733]]
[[512 727]] , [[512 731]]
[[758 742]] , [[758 748]]
[[ 410 1000]] , [[ 410 1009]]
