[[ 73 306]] , [[ 73 310]]
[[207 353]] , [[207 357]]
[[876 117]] , [[875 118]]
[[985 119]] , [[985 123]]
[[718 354]] , [[718 358]]
[[608 120]] , [[608 124]]
[[737 354]] , [[737 358]]
[[741 119]] , [[741 123]]
[[608 120]] , [[608 124]]
[[187 357]] , [[187 361]]
[[814 119]] , [[813 120]]
[[857 120]] , [[857 124]]
[[608 120]] , [[608 124]]
[[887 119]] , [[887 123]]
[[1036  120]] , [[1036  124]]
[[931 120]] , [[931 124]]
[[129 355]] , [[129 357]]
[[1046  121]] , [[1045  122]]
[[ 61 359]] , [[ 61 363]]
[[320 455]] , [[320 459]]
[[719 355]] , [[719 359]]
[[131 358]] , [[131 362]]
[[719 355]] , [[719 359]]
[[192 457]] , [[190 459]]
[[958 121]] , [[957 122]]
[[983 120]] , [[981 122]]
[[946 122]] , [[946 126]]
[[866 123]] , [[865 124]]
[[1067  112]] , [[1062  117]]
[[743 121]] , [[743 125]]
[[1065  112]] , [[1062  115]]
[[  0 358]] , [[  0 362]]
[[1076   97]] , [[1072  101]]
[[1055  119]] , [[1055  120]]
[[748 356]] , [[748 360]]
[[913 120]] , [[913 124]]
[[740 120]] , [[740 124]]
[[862 121]] , [[861 122]]
[[1029  120]] , [[1029  124]]
[[789 122]] , [[789 126]]
[[  6 124]] , [[  6 128]]
[[964 119]] , [[963 120]]
[[622 119]] , [[621 120]]
[[1063  112]] , [[1062  113]]
[[646 118]] , [[646 122]]
[[948 121]] , [[947 122]]
[[119 301]] , [[119 305]]
[[878 301]] , [[878 306]]
[[1053  119]] , [[1052  120]]
[[611 120]] , [[611 124]]
[[893 120]] , [[892 121]]
[[852 118]] , [[851 119]]
[[1022  118]] , [[1020  120]]
[[1074   99]] , [[1074  103]]
[[132 355]] , [[132 359]]
[[977 121]] , [[976 122]]
[[718 354]] , [[718 358]]
[[887 119]] , [[887 123]]
[[400 453]] , [[400 457]]
[[ 86 303]] , [[ 86 307]]
[[ 77 357]] , [[ 77 361]]
[[133 355]] , [[133 360]]
[[ 75 357]] , [[ 75 361]]
[[182 356]] , [[182 360]]
[[907 119]] , [[907 123]]
[[611 354]] , [[611 358]]
[[ 13 357]] , [[ 13 361]]
[[ 61 359]] , [[ 61 363]]
[[723 354]] , [[722 355]]
[[512 351]] , [[512 355]]
[[1066  109]] , [[1064  111]]
[[742 356]] , [[742 360]]
[[ 68 305]] , [[ 68 309]]
[[ 56 360]] , [[ 56 364]]
[[889 121]] , [[889 125]]
[[811 120]] , [[811 124]]
[[982 119]] , [[982 124]]
[[959 123]] , [[959 127]]
[[960 115]] , [[960 119]]
[[1055  119]] , [[1055  120]]
[[1060  116]] , [[1059  117]]
[[1074  101]] , [[1074  107]]
[[129 307]] , [[128 308]]
[[721 351]] , [[721 355]]
[[ 65 358]] , [[ 65 362]]
[[ 79 356]] , [[ 79 360]]
