[[ 418 1272]] , [[ 419 1271]]
[[ 422 1315]] , [[ 422 1320]]
[[181 953]] , [[181 972]]
[[377 856]] , [[376 857]]
[[798 923]] , [[797 924]]
[[ 506 1186]] , [[ 507 1185]]
[[ 513 1181]] , [[ 514 1180]]
[[ 486 1180]] , [[ 487 1179]]
[[ 380 1339]] , [[ 381 1338]]
[[713 999]] , [[726 999]]
[[ 696 1356]] , [[ 697 1355]]
[[377 854]] , [[376 855]]
[[824 835]] , [[823 836]]
[[696 844]] , [[697 843]]
[[616 850]] , [[617 849]]
[[708 631]] , [[708 635]]
[[371 858]] , [[380 858]]
[[592 801]] , [[592 805]]
[[446 574]] , [[446 578]]
[[653 571]] , [[652 572]]
[[299 573]] , [[299 577]]
[[362 795]] , [[361 796]]
[[370 818]] , [[371 817]]
[[183 571]] , [[183 575]]
[[343 572]] , [[343 576]]
[[551 572]] , [[550 573]]
[[397 573]] , [[397 577]]
[[413 573]] , [[413 577]]
[[1069  733]] , [[1069  752]]
[[512 572]] , [[511 573]]
[[634 763]] , [[633 764]]
[[624 615]] , [[624 619]]
[[733 570]] , [[733 574]]
[[285 489]] , [[285 493]]
[[759 569]] , [[759 573]]
[[404 490]] , [[404 494]]
[[1072  777]] , [[1072  783]]
[[626 818]] , [[627 817]]
[[461 573]] , [[461 577]]
[[663 795]] , [[663 796]]
[[380 572]] , [[380 576]]
[[426 574]] , [[426 578]]
[[381 574]] , [[381 578]]
[[347 576]] , [[346 577]]
[[458 576]] , [[458 580]]
[[513 576]] , [[513 580]]
[[503 576]] , [[503 580]]
[[303 553]] , [[303 557]]
[[764 490]] , [[764 494]]
[[465 492]] , [[465 496]]
[[197 573]] , [[197 577]]
[[661 490]] , [[661 494]]
[[449 573]] , [[449 575]]
[[308 575]] , [[308 580]]
[[237 555]] , [[237 559]]
[[916 615]] , [[915 616]]
[[696 572]] , [[696 576]]
[[633 574]] , [[633 578]]
[[302 573]] , [[302 578]]
[[920 611]] , [[919 612]]
[[692 572]] , [[692 576]]
[[190 553]] , [[189 554]]
[[218 553]] , [[218 557]]
[[695 572]] , [[695 576]]
[[644 574]] , [[644 578]]
[[900 631]] , [[900 635]]
[[258 553]] , [[258 557]]
[[255 574]] , [[255 578]]
[[568 572]] , [[568 576]]
[[644 574]] , [[644 578]]
[[218 553]] , [[218 557]]
[[300 551]] , [[300 555]]
[[357 574]] , [[356 575]]
[[607 811]] , [[607 818]]
[[224 574]] , [[224 578]]
[[575 576]] , [[575 580]]
[[668 573]] , [[667 574]]
[[624 773]] , [[623 774]]
[[587 797]] , [[587 801]]
[[653 789]] , [[653 793]]
[[624 773]] , [[623 774]]
[[ 418 1272]] , [[ 419 1271]]
[[ 418 1272]] , [[ 419 1271]]
[[ 422 1315]] , [[ 422 1320]]
[[181 953]] , [[181 972]]
[[377 856]] , [[376 857]]
[[798 923]] , [[797 924]]
[[ 506 1186]] , [[ 507 1185]]
[[ 513 1181]] , [[ 514 1180]]
[[ 486 1180]] , [[ 487 1179]]
[[ 380 1339]] , [[ 381 1338]]
[[713 999]] , [[726 999]]
[[ 696 1356]] , [[ 697 1355]]
[[377 854]] , [[376 855]]
[[824 835]] , [[823 836]]
[[696 844]] , [[697 843]]
[[616 850]] , [[617 849]]
[[708 631]] , [[708 635]]
[[371 858]] , [[380 858]]
[[592 801]] , [[592 805]]
[[446 574]] , [[446 578]]
[[653 571]] , [[652 572]]
[[299 573]] , [[299 577]]
[[362 795]] , [[361 796]]
[[797 890]] , [[798 889]]
[[808 991]] , [[807 992]]
[[443 976]] , [[442 977]]
[[181 963]] , [[181 977]]
[[188 953]] , [[188 960]]
[[808 989]] , [[807 990]]
[[ 330 1013]] , [[ 331 1012]]
[[ 820 1031]] , [[ 819 1032]]
[[ 796 1035]] , [[ 795 1036]]
[[ 400 1325]] , [[ 401 1324]]
[[ 305 1349]] , [[ 306 1348]]
[[529 946]] , [[530 945]]
[[ 304 1017]] , [[ 303 1018]]
[[289 842]] , [[296 842]]
[[413 995]] , [[414 994]]
[[402 861]] , [[403 860]]
[[402 879]] , [[403 880]]
[[376 843]] , [[377 842]]
[[473 843]] , [[474 842]]
[[378 833]] , [[379 832]]
[[502 749]] , [[501 750]]
[[419 859]] , [[420 858]]
[[686 834]] , [[687 833]]
[[380 824]] , [[381 823]]
[[536 848]] , [[537 847]]
[[395 876]] , [[396 875]]
[[380 855]] , [[381 854]]
[[594 846]] , [[595 845]]
[[406 859]] , [[407 858]]
[[471 828]] , [[471 833]]
[[207 839]] , [[208 838]]
