[[ 16 526]] , [[ 16 530]]
[[ 28 432]] , [[ 28 438]]
[[ 79 487]] , [[ 78 488]]
[[ 33 528]] , [[ 33 532]]
[[653 605]] , [[654 604]]
[[ 75 486]] , [[ 75 489]]
[[ 75 480]] , [[ 75 487]]
[[  0 526]] , [[  0 531]]
[[ 59 496]] , [[ 59 498]]
[[ 16 526]] , [[ 16 531]]
[[110 313]] , [[110 317]]
[[  0 524]] , [[  0 531]]
[[  8 521]] , [[  8 523]]
[[604 740]] , [[604 744]]
[[108 313]] , [[108 317]]
[[ 45 438]] , [[ 45 442]]
[[ 45 438]] , [[ 45 442]]
[[  4 529]] , [[  4 533]]
[[ 41 536]] , [[ 40 537]]
[[651 604]] , [[652 603]]
[[831 755]] , [[832 754]]
[[ 20 538]] , [[ 20 539]]
[[ 72 489]] , [[ 73 488]]
[[ 10 539]] , [[ 10 545]]
[[ 10 538]] , [[ 10 545]]
[[  0 521]] , [[  0 525]]
[[ 96 513]] , [[ 96 517]]
[[  8 529]] , [[  8 533]]
[[624 744]] , [[624 748]]
[[ 73 494]] , [[ 71 496]]
[[336 923]] , [[337 922]]
[[403 592]] , [[404 591]]
[[606 740]] , [[606 744]]
[[ 35 525]] , [[ 34 526]]
[[407 578]] , [[408 577]]
[[525 730]] , [[525 735]]
[[386 544]] , [[386 545]]
[[513 726]] , [[512 727]]
[[766 741]] , [[765 742]]
[[ 49 432]] , [[ 49 435]]
[[  12 1030]] , [[  12 1031]]
[[391 912]] , [[392 911]]
[[919 611]] , [[918 612]]
[[ 41 428]] , [[ 39 430]]
[[ 59 344]] , [[ 59 348]]
[[452 966]] , [[452 973]]
[[ 390 1002]] , [[ 390 1007]]
[[  49 1062]] , [[  50 1061]]
[[387 562]] , [[388 561]]
[[403 995]] , [[404 994]]
[[180 204]] , [[180 209]]
[[377 562]] , [[378 561]]
[[508 718]] , [[508 719]]
[[371 562]] , [[372 561]]
[[ 16 526]] , [[ 16 530]]
[[ 28 432]] , [[ 28 438]]
[[ 79 487]] , [[ 78 488]]
[[ 33 528]] , [[ 33 532]]
[[653 605]] , [[654 604]]
[[ 75 486]] , [[ 75 489]]
[[ 75 480]] , [[ 75 487]]
[[  0 526]] , [[  0 531]]
[[ 59 496]] , [[ 59 498]]
[[ 16 526]] , [[ 16 531]]
[[110 313]] , [[110 317]]
[[  0 524]] , [[  0 531]]
[[  8 521]] , [[  8 523]]
[[604 740]] , [[604 744]]
[[108 313]] , [[108 317]]
[[ 45 438]] , [[ 45 442]]
[[ 45 438]] , [[ 45 442]]
[[  4 529]] , [[  4 533]]
[[ 41 536]] , [[ 40 537]]
[[651 604]] , [[652 603]]
[[831 755]] , [[832 754]]
[[ 20 538]] , [[ 20 539]]
[[ 72 489]] , [[ 73 488]]
[[ 10 539]] , [[ 10 545]]
[[ 10 538]] , [[ 10 545]]
[[  0 521]] , [[  0 525]]
[[ 96 513]] , [[ 96 517]]
[[  8 529]] , [[  8 533]]
[[624 744]] , [[624 748]]
[[ 73 494]] , [[ 71 496]]
[[336 923]] , [[337 922]]
[[403 592]] , [[404 591]]
[[606 740]] , [[606 744]]
[[ 35 525]] , [[ 34 526]]
[[407 578]] , [[408 577]]
[[525 730]] , [[525 735]]
[[386 544]] , [[386 545]]
[[513 726]] , [[512 727]]
[[766 741]] , [[765 742]]
[[ 49 432]] , [[ 49 435]]
[[  12 1030]] , [[  12 1031]]
[[391 912]] , [[392 911]]
[[919 611]] , [[918 612]]
[[ 41 428]] , [[ 39 430]]
[[ 59 344]] , [[ 59 348]]
[[452 966]] , [[452 973]]
[[ 390 1002]] , [[ 390 1007]]
[[  49 1062]] , [[  50 1061]]
[[387 562]] , [[388 561]]
[[403 995]] , [[404 994]]
[[180 204]] , [[180 209]]
[[377 562]] , [[378 561]]
[[508 718]] , [[508 719]]
[[371 562]] , [[372 561]]
[[432 838]] , [[432 839]]
[[652 852]] , [[652 853]]
[[658 852]] , [[658 853]]
[[430 840]] , [[430 847]]
[[686 854]] , [[686 859]]
[[807 840]] , [[805 842]]
[[616 856]] , [[616 860]]
[[430 838]] , [[430 845]]
