[[225  15]] , [[226  14]]
[[646 944]] , [[646 957]]
[[305 911]] , [[327 911]]
[[ 56 304]] , [[ 56 309]]
[[606 743]] , [[607 742]]
[[321 908]] , [[322 907]]
[[477 988]] , [[478 987]]
[[477 986]] , [[478 985]]
[[854 688]] , [[854 693]]
[[646 940]] , [[646 941]]
[[854 712]] , [[854 727]]
[[846 624]] , [[846 640]]
[[299 764]] , [[299 765]]
[[  14 1040]] , [[  14 1045]]
[[   7 1104]] , [[   8 1103]]
[[854 711]] , [[853 712]]
[[854 712]] , [[853 713]]
[[601 922]] , [[602 921]]
[[850 712]] , [[850 715]]
[[ 30 489]] , [[ 30 490]]
[[304 709]] , [[303 710]]
[[308 566]] , [[308 567]]
[[302 710]] , [[302 711]]
[[589 744]] , [[590 743]]
[[443 978]] , [[444 977]]
[[441 980]] , [[442 979]]
[[304 656]] , [[304 662]]
[[ 18 488]] , [[ 18 489]]
[[283 740]] , [[283 741]]
[[274 766]] , [[274 785]]
[[312 904]] , [[311 905]]
[[344 730]] , [[343 731]]
[[294 640]] , [[294 646]]
[[340 732]] , [[340 733]]
[[820 630]] , [[820 633]]
[[818 652]] , [[818 656]]
[[643 746]] , [[643 750]]
[[441 994]] , [[442 993]]
[[277 569]] , [[276 570]]
[[  0 508]] , [[  0 513]]
[[476 924]] , [[477 923]]
[[291 590]] , [[292 589]]
[[540 744]] , [[540 748]]
[[609 738]] , [[610 737]]
[[621 970]] , [[622 969]]
[[479 924]] , [[480 923]]
[[   4 1072]] , [[   4 1087]]
[[619 961]] , [[620 960]]
[[265 565]] , [[264 566]]
[[265 565]] , [[264 566]]
[[   9 1218]] , [[   9 1223]]
[[   2 1072]] , [[   2 1080]]
[[   2 1096]] , [[   2 1100]]
[[   1 1041]] , [[   1 1045]]
[[ 615 1002]] , [[ 616 1001]]
[[459 608]] , [[460 607]]
[[279 590]] , [[280 589]]
[[479 922]] , [[480 921]]
[[479 922]] , [[480 921]]
[[459 608]] , [[460 607]]
[[457 608]] , [[458 607]]
[[ 602 1007]] , [[ 602 1011]]
[[459 608]] , [[460 607]]
[[518 128]] , [[518 133]]
[[277 592]] , [[278 591]]
[[503 740]] , [[502 741]]
[[502 740]] , [[502 745]]
[[350 735]] , [[350 739]]
[[502 740]] , [[502 745]]
[[522 742]] , [[522 746]]
[[469 924]] , [[470 923]]
[[348 735]] , [[348 739]]
[[455 610]] , [[456 609]]
[[601 938]] , [[602 937]]
[[251 674]] , [[252 673]]
[[267 594]] , [[268 593]]
[[267 594]] , [[268 593]]
[[515 740]] , [[515 744]]
[[277 594]] , [[278 593]]
[[279 594]] , [[280 593]]
[[502 739]] , [[501 740]]
[[517 740]] , [[517 744]]
[[501 740]] , [[501 741]]
[[501 740]] , [[501 741]]
[[548 742]] , [[548 746]]
[[285 590]] , [[286 589]]
[[625 936]] , [[626 935]]
[[291 590]] , [[292 589]]
[[468 607]] , [[481 607]]
[[  0 492]] , [[  0 513]]
[[343 736]] , [[343 740]]
[[833 718]] , [[832 719]]
[[314 906]] , [[314 910]]
[[278 750]] , [[278 763]]
[[288 706]] , [[288 707]]
[[828 612]] , [[828 613]]
[[315 906]] , [[315 910]]
[[829 620]] , [[828 621]]
[[292 710]] , [[292 711]]
[[833 620]] , [[833 621]]
[[395 734]] , [[395 735]]
[[302 568]] , [[302 569]]
[[848 720]] , [[848 727]]
[[848 720]] , [[848 723]]
[[  36 1039]] , [[  36 1043]]
[[554 738]] , [[554 742]]
[[459 946]] , [[460 945]]
[[476 998]] , [[477 997]]
[[406 734]] , [[406 738]]
[[852 620]] , [[852 633]]
[[  5 448]] , [[  5 452]]
[[ 49 480]] , [[ 48 481]]
[[580 740]] , [[580 744]]
[[687 760]] , [[688 759]]
[[332 566]] , [[332 567]]
[[529 738]] , [[529 743]]
[[584 740]] , [[584 745]]
[[ 45 489]] , [[ 45 490]]
[[ 49 488]] , [[ 48 489]]
[[679 918]] , [[680 917]]
[[  58 1074]] , [[  58 1081]]
[[379 923]] , [[380 922]]
[[  70 1126]] , [[  70 1131]]
[[  62 1118]] , [[  62 1127]]
[[ 670 1306]] , [[ 670 1311]]
[[  71 1134]] , [[  71 1145]]
[[  71 1124]] , [[  71 1140]]
[[  92 1044]] , [[  92 1049]]
[[  73 1112]] , [[  73 1123]]
[[  47 1082]] , [[  48 1081]]
[[  70 1178]] , [[  70 1180]]
[[ 428 1422]] , [[ 428 1426]]
[[ 678 1428]] , [[ 678 1433]]
[[  66 1208]] , [[  66 1213]]
[[  75 1223]] , [[  74 1224]]
[[  75 1223]] , [[  75 1229]]
[[  70 1250]] , [[  70 1255]]
[[ 110 1048]] , [[ 110 1053]]
[[  84 1104]] , [[  84 1111]]
[[  84 1104]] , [[  84 1110]]
[[  70 1250]] , [[  70 1255]]
[[  75 1224]] , [[  75 1232]]
[[ 674 1330]] , [[ 674 1335]]
[[ 716 1478]] , [[ 716 1483]]
[[ 630 1548]] , [[ 630 1553]]
[[ 674 1330]] , [[ 674 1334]]
[[  68 1264]] , [[  68 1269]]
[[  68 1250]] , [[  68 1257]]
[[  66 1198]] , [[  66 1205]]
[[ 672 1306]] , [[ 672 1311]]
[[ 672 1306]] , [[ 672 1311]]
[[ 454 1414]] , [[ 454 1419]]
[[ 448 1414]] , [[ 448 1419]]
[[ 672 1306]] , [[ 672 1310]]
[[ 674 1426]] , [[ 674 1431]]
[[  67 1222]] , [[  67 1223]]
[[  77 1213]] , [[  77 1222]]
[[  66 1196]] , [[  66 1205]]
[[ 672 1420]] , [[ 672 1421]]
[[  74 1200]] , [[  74 1204]]
[[ 724 1432]] , [[ 724 1436]]
[[  68 1250]] , [[  68 1257]]
[[ 748 1468]] , [[ 748 1473]]
[[ 670 1422]] , [[ 670 1427]]
[[ 670 1420]] , [[ 670 1427]]
[[  67 1148]] , [[  66 1149]]
[[  68 1250]] , [[  68 1257]]
[[ 115 1200]] , [[ 115 1201]]
[[ 354 1342]] , [[ 354 1346]]
[[ 160 1358]] , [[ 160 1363]]
