[[1077   94]] , [[1073   98]]
[[567 573]] , [[567 574]]
[[534 602]] , [[534 607]]
[[292 700]] , [[292 704]]
[[536 702]] , [[536 707]]
[[672 696]] , [[672 700]]
[[317 672]] , [[317 676]]
[[805 684]] , [[805 689]]
[[541 600]] , [[541 607]]
[[605 573]] , [[605 577]]
[[376 577]] , [[376 581]]
[[460 552]] , [[460 556]]
[[445 573]] , [[445 574]]
[[324 575]] , [[324 579]]
[[206 573]] , [[206 577]]
[[532 600]] , [[532 601]]
[[183 572]] , [[183 576]]
[[433 668]] , [[432 669]]
[[488 653]] , [[488 657]]
[[294 700]] , [[294 704]]
[[620 664]] , [[620 673]]
[[818 670]] , [[818 675]]
[[544 622]] , [[544 626]]
[[820 652]] , [[818 654]]
[[514 650]] , [[514 651]]
[[642 575]] , [[642 579]]
[[523 645]] , [[523 649]]
[[462 672]] , [[462 679]]
[[476 575]] , [[476 579]]
[[640 658]] , [[640 663]]
[[914 620]] , [[914 621]]
[[698 638]] , [[698 642]]
[[750 628]] , [[750 632]]
[[437 574]] , [[437 578]]
[[822 654]] , [[822 658]]
[[400 660]] , [[400 665]]
[[521 575]] , [[521 579]]
[[549 575]] , [[549 579]]
[[692 640]] , [[692 644]]
[[584 662]] , [[584 666]]
[[1004  119]] , [[1004  123]]
[[ 77 359]] , [[ 77 363]]
[[741 460]] , [[741 464]]
[[153 486]] , [[153 490]]
[[322 552]] , [[322 556]]
[[270 554]] , [[269 555]]
[[348 574]] , [[347 575]]
[[134 489]] , [[134 493]]
[[470 493]] , [[470 497]]
[[113 486]] , [[113 490]]
[[178 460]] , [[178 464]]
[[ 66 355]] , [[ 66 359]]
[[169 462]] , [[169 466]]
[[231 487]] , [[231 491]]
[[231 487]] , [[231 491]]
[[210 487]] , [[210 491]]
[[238 489]] , [[238 493]]
[[974 121]] , [[974 125]]
[[160 489]] , [[160 493]]
[[669 489]] , [[669 493]]
[[288 491]] , [[288 495]]
[[755 485]] , [[754 486]]
[[293 491]] , [[293 495]]
[[907 123]] , [[907 127]]
[[598 638]] , [[598 642]]
[[535 575]] , [[535 579]]
[[557 575]] , [[557 579]]
[[647 573]] , [[647 577]]
[[228 558]] , [[228 562]]
[[470 493]] , [[470 497]]
[[757 489]] , [[757 493]]
[[293 491]] , [[293 495]]
[[183 487]] , [[183 491]]
[[926 121]] , [[926 125]]
[[316 493]] , [[316 497]]
[[177 464]] , [[177 468]]
[[290 493]] , [[290 497]]
[[205 460]] , [[205 464]]
[[812 487]] , [[812 491]]
[[282 556]] , [[282 560]]
[[240 491]] , [[240 495]]
[[205 460]] , [[205 464]]
[[727 357]] , [[727 361]]
[[1063  115]] , [[1063  118]]
[[957 121]] , [[957 125]]
[[909 121]] , [[909 125]]
[[891 121]] , [[891 125]]
[[880 121]] , [[880 125]]
[[982 121]] , [[982 125]]
[[982 121]] , [[982 125]]
[[192 464]] , [[192 468]]
[[1039  123]] , [[1039  127]]
[[1020  125]] , [[1020  129]]
[[988 125]] , [[988 129]]
[[734 125]] , [[734 129]]
[[178 464]] , [[178 468]]
[[1044  123]] , [[1044  127]]
[[190 462]] , [[189 463]]
[[123 353]] , [[123 357]]
[[806 109]] , [[806 113]]
