[[1077   94]] , [[1073   98]]
[[910 117]] , [[910 121]]
[[577 491]] , [[577 495]]
[[542 590]] , [[542 594]]
[[277 488]] , [[277 492]]
[[392 453]] , [[392 457]]
[[782 487]] , [[782 491]]
[[562 456]] , [[562 460]]
[[183 485]] , [[180 488]]
[[ 37 303]] , [[ 37 307]]
[[205 485]] , [[205 489]]
[[710 484]] , [[710 488]]
[[108 485]] , [[108 489]]
[[185 356]] , [[185 360]]
[[385 354]] , [[385 358]]
[[  0 351]] , [[  0 355]]
[[379 488]] , [[379 492]]
[[717 483]] , [[717 487]]
[[217 485]] , [[214 488]]
[[547 456]] , [[547 460]]
[[607 550]] , [[607 554]]
[[735 483]] , [[735 487]]
[[407 571]] , [[404 574]]
[[881 116]] , [[881 120]]
[[ 38 308]] , [[ 38 312]]
[[184 457]] , [[184 461]]
[[ 41 358]] , [[ 41 362]]
[[263 551]] , [[262 552]]
[[552 488]] , [[550 490]]
[[461 572]] , [[461 576]]
[[313 549]] , [[312 550]]
[[302 573]] , [[302 577]]
[[529 551]] , [[529 555]]
[[542 492]] , [[542 496]]
[[375 487]] , [[375 491]]
[[462 492]] , [[462 496]]
[[701 489]] , [[701 493]]
[[244 489]] , [[244 493]]
[[145 487]] , [[145 491]]
[[661 489]] , [[660 490]]
[[571 455]] , [[571 459]]
[[101 486]] , [[101 490]]
[[101 486]] , [[101 490]]
[[753 554]] , [[753 558]]
[[214 489]] , [[214 493]]
[[263 553]] , [[260 556]]
[[465 554]] , [[465 558]]
[[545 549]] , [[545 553]]
[[496 491]] , [[496 495]]
[[269 553]] , [[269 557]]
[[287 551]] , [[285 553]]
[[366 574]] , [[366 578]]
[[203 458]] , [[203 462]]
[[227 553]] , [[227 557]]
[[831 485]] , [[831 486]]
[[289 551]] , [[289 555]]
[[ 90 478]] , [[ 90 483]]
[[390 491]] , [[390 495]]
[[251 488]] , [[251 492]]
[[561 507]] , [[560 508]]
[[219 553]] , [[217 555]]
[[207 553]] , [[205 555]]
[[312 575]] , [[312 579]]
[[491 575]] , [[490 576]]
[[253 488]] , [[253 492]]
[[378 491]] , [[378 495]]
[[727 485]] , [[727 489]]
[[269 573]] , [[268 574]]
[[269 573]] , [[268 574]]
[[263 551]] , [[261 553]]
[[415 549]] , [[415 553]]
[[433 549]] , [[433 553]]
[[123 488]] , [[123 492]]
[[542 575]] , [[542 579]]
[[542 575]] , [[542 579]]
[[452 575]] , [[452 579]]
[[913 619]] , [[911 621]]
[[533 636]] , [[533 640]]
[[597 576]] , [[597 580]]
[[255 575]] , [[254 576]]
[[884 642]] , [[884 646]]
[[884 642]] , [[884 646]]
[[272 573]] , [[271 574]]
[[627 573]] , [[627 577]]
[[288 554]] , [[288 558]]
[[164 562]] , [[163 563]]
[[183 360]] , [[183 364]]
[[115 463]] , [[114 464]]
[[769 489]] , [[769 493]]
[[512 499]] , [[512 503]]
[[547 492]] , [[547 496]]
[[198 573]] , [[198 577]]
[[338 554]] , [[338 558]]
[[515 573]] , [[515 574]]
[[777 569]] , [[777 573]]
[[906 626]] , [[906 630]]
[[511 576]] , [[511 580]]
[[701 631]] , [[699 633]]
[[267 573]] , [[264 576]]
[[329 576]] , [[329 580]]
[[650 648]] , [[650 653]]
[[354 577]] , [[354 581]]
[[367 551]] , [[367 555]]
[[695 633]] , [[694 634]]
[[339 576]] , [[339 580]]
[[486 653]] , [[486 657]]
[[315 575]] , [[315 579]]
[[672 574]] , [[670 576]]
[[495 573]] , [[495 577]]
[[621 649]] , [[620 650]]
[[287 553]] , [[285 555]]
[[287 553]] , [[285 555]]
[[651 490]] , [[651 494]]
[[165 562]] , [[165 566]]
[[496 493]] , [[496 497]]
[[293 553]] , [[290 556]]
[[578 573]] , [[578 577]]
[[522 639]] , [[522 643]]
[[536 604]] , [[537 603]]
[[521 576]] , [[521 580]]
[[285 573]] , [[282 576]]
[[409 576]] , [[409 580]]
[[349 492]] , [[349 496]]
[[378 551]] , [[378 555]]
[[281 553]] , [[280 554]]
[[563 492]] , [[563 496]]
[[783 488]] , [[783 492]]
[[189 572]] , [[189 576]]
[[354 492]] , [[354 496]]
[[583 573]] , [[583 574]]
[[254 487]] , [[254 491]]
[[755 631]] , [[754 632]]
[[374 574]] , [[373 575]]
[[540 635]] , [[540 639]]
[[375 574]] , [[375 578]]
[[574 622]] , [[574 631]]
[[439 573]] , [[439 577]]
[[631 658]] , [[631 662]]
[[543 623]] , [[543 627]]
[[465 573]] , [[465 577]]
[[578 622]] , [[578 623]]
[[548 575]] , [[547 576]]
[[182 573]] , [[182 577]]
[[521 575]] , [[520 576]]
[[374 573]] , [[374 577]]
[[245 574]] , [[245 578]]
[[465 573]] , [[465 574]]
[[248 556]] , [[248 560]]
[[359 573]] , [[356 576]]
[[521 575]] , [[520 576]]
[[263 556]] , [[263 560]]
[[379 573]] , [[378 574]]
[[269 574]] , [[269 578]]
[[257 574]] , [[257 578]]
[[  0 124]] , [[  0 128]]
[[ 38 359]] , [[ 38 363]]
[[987 121]] , [[987 125]]
[[592 460]] , [[592 464]]
[[590 460]] , [[590 464]]
[[255 455]] , [[255 459]]
[[917 120]] , [[917 124]]
[[561 491]] , [[560 492]]
[[113 486]] , [[113 490]]
[[945 122]] , [[945 126]]
[[209 487]] , [[209 488]]
[[137 358]] , [[137 362]]
[[547 451]] , [[547 455]]
[[160 489]] , [[160 493]]
[[791 121]] , [[790 122]]
[[ 70 360]] , [[ 70 364]]
[[837 472]] , [[837 476]]
[[1061  115]] , [[1061  116]]
[[335 551]] , [[334 552]]
[[492 522]] , [[491 523]]
[[299 573]] , [[299 577]]
[[339 492]] , [[339 496]]
[[557 493]] , [[557 497]]
[[371 492]] , [[371 496]]
[[545 451]] , [[545 455]]
[[ 75 359]] , [[ 74 360]]
[[ 75 359]] , [[ 74 360]]
[[192 460]] , [[190 462]]
[[917 121]] , [[916 122]]
[[451 456]] , [[451 460]]
[[330 457]] , [[330 461]]
[[285 457]] , [[285 461]]
[[ 52 361]] , [[ 52 365]]
[[1043  122]] , [[1043  126]]
[[151 357]] , [[151 359]]
[[951 122]] , [[951 126]]
[[882 121]] , [[882 125]]
[[982 121]] , [[982 125]]
[[ 96 464]] , [[ 96 468]]
[[1063  115]] , [[1063  116]]
[[984 123]] , [[984 127]]
[[179 463]] , [[178 464]]
[[786 125]] , [[786 129]]
[[857 124]] , [[857 128]]
[[ 98 491]] , [[ 98 495]]
[[1024  124]] , [[1022  126]]
[[994 127]] , [[994 131]]
[[ 61 347]] , [[ 60 348]]
[[189 448]] , [[189 452]]
[[802 479]] , [[802 483]]
[[1068   99]] , [[1068  100]]
[[798 113]] , [[798 117]]
[[140 349]] , [[140 353]]
[[ 35 352]] , [[ 35 356]]
[[978 111]] , [[978 115]]
[[ 90 470]] , [[ 90 475]]
[[185 449]] , [[182 452]]
[[ 86 296]] , [[ 86 300]]
[[1036  113]] , [[1036  117]]
[[886 112]] , [[886 116]]
[[  0 350]] , [[  0 354]]
[[1058  118]] , [[1056  120]]
[[927 122]] , [[927 126]]
[[1023  120]] , [[1023  124]]
[[1005  121]] , [[1004  122]]
[[172 462]] , [[172 466]]
[[258 487]] , [[258 491]]
[[ 31 360]] , [[ 31 364]]
[[ 93 358]] , [[ 93 362]]
[[1024  119]] , [[1024  123]]
[[  5 124]] , [[  5 128]]
[[652 118]] , [[652 122]]
[[940 121]] , [[940 125]]
[[197 555]] , [[197 559]]
[[313 551]] , [[312 552]]
[[241 553]] , [[240 554]]
[[201 485]] , [[201 489]]
[[161 358]] , [[161 362]]
[[211 457]] , [[210 458]]
[[431 839]] , [[431 843]]
[[611 859]] , [[611 863]]
[[736 869]] , [[734 871]]
[[195 883]] , [[195 894]]
[[251 839]] , [[251 843]]
[[292 841]] , [[292 845]]
[[734 863]] , [[733 864]]
[[378 853]] , [[378 856]]
[[378 853]] , [[378 856]]
[[622 874]] , [[622 879]]
[[733 863]] , [[733 866]]
[[759 865]] , [[759 868]]
[[645 849]] , [[645 853]]
[[613 750]] , [[613 754]]
[[445 493]] , [[445 497]]
[[708 632]] , [[708 633]]
[[575 571]] , [[575 575]]
[[542 573]] , [[542 577]]
[[620 550]] , [[619 551]]
[[606 670]] , [[606 674]]
[[726 630]] , [[726 634]]
[[615 572]] , [[615 576]]
[[365 489]] , [[365 493]]
[[379 488]] , [[379 492]]
[[389 489]] , [[389 493]]
[[716 552]] , [[716 556]]
[[379 488]] , [[379 492]]
[[779 565]] , [[779 566]]
[[283 552]] , [[283 556]]
[[512 588]] , [[512 593]]
[[407 571]] , [[405 573]]
[[702 668]] , [[702 673]]
[[412 491]] , [[412 495]]
[[206 458]] , [[206 462]]
[[703 488]] , [[703 492]]
[[204 359]] , [[204 363]]
[[749 569]] , [[749 573]]
[[140 616]] , [[140 621]]
[[214 674]] , [[214 678]]
[[462 669]] , [[462 673]]
[[510 666]] , [[510 671]]
[[494 573]] , [[494 574]]
[[178 573]] , [[178 577]]
[[510 493]] , [[510 497]]
[[256 574]] , [[255 575]]
[[711 571]] , [[711 575]]
[[262 554]] , [[260 556]]
[[237 489]] , [[237 493]]
[[761 554]] , [[761 558]]
[[637 489]] , [[637 493]]
[[492 491]] , [[492 495]]
[[175 489]] , [[175 493]]
[[335 573]] , [[334 574]]
[[304 491]] , [[304 495]]
[[237 574]] , [[237 578]]
[[650 575]] , [[650 579]]
[[628 616]] , [[628 617]]
[[231 554]] , [[231 558]]
[[268 573]] , [[268 577]]
[[303 552]] , [[303 556]]
[[564 654]] , [[564 658]]
[[652 553]] , [[652 557]]
[[484 584]] , [[484 591]]
[[215 555]] , [[215 559]]
[[656 572]] , [[655 573]]
[[317 489]] , [[317 493]]
[[852 644]] , [[852 648]]
[[478 575]] , [[478 579]]
[[220 574]] , [[219 575]]
[[491 575]] , [[491 579]]
[[478 575]] , [[478 579]]
[[588 652]] , [[586 654]]
[[644 686]] , [[644 690]]
[[550 575]] , [[550 579]]
[[557 622]] , [[557 625]]
[[561 571]] , [[561 575]]
[[829 642]] , [[829 645]]
[[789 658]] , [[789 662]]
[[916 616]] , [[916 620]]
[[210 554]] , [[209 555]]
[[256 574]] , [[255 575]]
[[306 552]] , [[305 553]]
[[625 575]] , [[625 579]]
[[509 652]] , [[509 657]]
[[532 656]] , [[532 661]]
[[612 693]] , [[612 697]]
[[472 708]] , [[472 713]]
[[632 714]] , [[632 721]]
[[531 636]] , [[531 641]]
[[542 686]] , [[542 687]]
[[574 686]] , [[574 690]]
[[600 604]] , [[600 609]]
[[468 672]] , [[468 681]]
[[317 576]] , [[317 580]]
[[588 577]] , [[588 581]]
[[775 573]] , [[775 577]]
[[201 575]] , [[201 579]]
[[511 578]] , [[511 582]]
[[198 558]] , [[198 562]]
[[232 576]] , [[231 577]]
[[549 573]] , [[549 577]]
[[528 575]] , [[528 579]]
[[629 650]] , [[629 657]]
[[914 618]] , [[914 619]]
[[661 667]] , [[661 671]]
[[578 650]] , [[578 655]]
[[622 650]] , [[622 659]]
[[884 640]] , [[884 641]]
[[656 685]] , [[656 689]]
[[451 702]] , [[451 706]]
[[468 683]] , [[468 687]]
[[549 654]] , [[549 663]]
[[518 655]] , [[518 659]]
[[850 668]] , [[850 672]]
[[306 678]] , [[306 679]]
[[610 646]] , [[610 647]]
[[504 632]] , [[504 636]]
[[570 630]] , [[570 634]]
[[578 650]] , [[578 655]]
[[238 575]] , [[238 579]]
[[537 573]] , [[537 577]]
[[254 558]] , [[254 562]]
[[637 575]] , [[637 579]]
[[496 493]] , [[496 497]]
