[[ 76 314]] , [[ 76 318]]
[[106 313]] , [[106 317]]
[[ 24 535]] , [[ 23 536]]
[[102 313]] , [[102 317]]
[[ 96 306]] , [[ 96 311]]
[[ 64 502]] , [[ 64 503]]
[[ 75 484]] , [[ 75 489]]
[[  0 529]] , [[  0 533]]
[[  0 538]] , [[  0 543]]
[[ 66 432]] , [[ 66 437]]
[[ 66 432]] , [[ 66 437]]
[[ 67 390]] , [[ 67 394]]
[[ 42 529]] , [[ 42 533]]
[[651 604]] , [[652 603]]
[[420 278]] , [[420 283]]
[[ 72 449]] , [[ 72 451]]
[[400 568]] , [[401 567]]
[[689 912]] , [[690 911]]
[[682 578]] , [[681 579]]
[[513 726]] , [[512 727]]
[[380 996]] , [[381 995]]
[[ 48 468]] , [[ 48 473]]
[[522 724]] , [[521 725]]
[[912 606]] , [[912 615]]
[[ 16 416]] , [[ 16 421]]
[[381 562]] , [[382 561]]
[[  9 422]] , [[  9 423]]
[[ 76 314]] , [[ 76 318]]
[[106 313]] , [[106 317]]
[[ 24 535]] , [[ 23 536]]
[[102 313]] , [[102 317]]
[[ 96 306]] , [[ 96 311]]
[[ 64 502]] , [[ 64 503]]
[[ 75 484]] , [[ 75 489]]
[[  0 529]] , [[  0 533]]
[[  0 538]] , [[  0 543]]
[[ 66 432]] , [[ 66 437]]
[[ 66 432]] , [[ 66 437]]
[[ 67 390]] , [[ 67 394]]
[[ 42 529]] , [[ 42 533]]
[[651 604]] , [[652 603]]
[[420 278]] , [[420 283]]
[[ 72 449]] , [[ 72 451]]
[[400 568]] , [[401 567]]
[[689 912]] , [[690 911]]
[[682 578]] , [[681 579]]
[[513 726]] , [[512 727]]
[[380 996]] , [[381 995]]
[[ 48 468]] , [[ 48 473]]
[[522 724]] , [[521 725]]
[[912 606]] , [[912 615]]
[[ 16 416]] , [[ 16 421]]
[[381 562]] , [[382 561]]
[[  9 422]] , [[  9 423]]
[[190 455]] , [[190 459]]
[[368 836]] , [[368 839]]
[[430 840]] , [[430 841]]
[[238 834]] , [[238 837]]
[[338 836]] , [[338 837]]
