[[30  3]] , [[30  7]]
[[854 116]] , [[854 120]]
[[753 301]] , [[753 305]]
[[663 552]] , [[663 556]]
[[557 603]] , [[557 607]]
[[463 491]] , [[462 492]]
[[190 456]] , [[190 457]]
[[367 489]] , [[366 490]]
[[159 483]] , [[159 487]]
[[630 487]] , [[630 491]]
[[  0 351]] , [[  0 355]]
[[609 488]] , [[609 492]]
[[508 485]] , [[508 489]]
[[175 488]] , [[175 492]]
[[549 447]] , [[548 448]]
[[171 355]] , [[170 356]]
[[878 354]] , [[878 358]]
[[609 488]] , [[609 492]]
[[199 485]] , [[199 489]]
[[379 488]] , [[379 492]]
[[122 460]] , [[122 464]]
[[491 552]] , [[491 556]]
[[635 485]] , [[635 489]]
[[510 572]] , [[508 574]]
[[730 118]] , [[730 122]]
[[735 354]] , [[735 358]]
[[512 458]] , [[512 462]]
[[549 452]] , [[549 456]]
[[750 552]] , [[750 556]]
[[439 489]] , [[438 490]]
[[607 572]] , [[607 576]]
[[591 551]] , [[591 555]]
[[332 574]] , [[331 575]]
[[261 553]] , [[258 556]]
[[307 553]] , [[306 554]]
[[253 490]] , [[253 494]]
[[353 551]] , [[353 555]]
[[287 490]] , [[286 491]]
[[304 491]] , [[304 495]]
[[158 489]] , [[158 493]]
[[494 491]] , [[494 495]]
[[157 459]] , [[157 461]]
[[185 487]] , [[185 491]]
[[433 487]] , [[433 491]]
[[687 571]] , [[684 574]]
[[287 490]] , [[287 494]]
[[687 554]] , [[687 558]]
[[188 571]] , [[188 575]]
[[311 551]] , [[309 553]]
[[562 549]] , [[562 553]]
[[203 571]] , [[203 575]]
[[530 552]] , [[530 556]]
[[597 574]] , [[597 578]]
[[170 460]] , [[170 464]]
[[785 565]] , [[785 568]]
[[277 488]] , [[277 492]]
[[227 553]] , [[227 557]]
[[229 485]] , [[226 488]]
[[460 548]] , [[460 552]]
[[702 488]] , [[702 492]]
[[227 553]] , [[227 557]]
[[258 554]] , [[257 555]]
[[785 565]] , [[785 568]]
[[620 600]] , [[620 605]]
[[627 615]] , [[627 619]]
[[334 489]] , [[334 493]]
[[426 516]] , [[426 521]]
[[758 487]] , [[758 491]]
[[426 574]] , [[426 578]]
[[423 574]] , [[423 578]]
[[220 552]] , [[219 553]]
[[317 551]] , [[317 555]]
[[195 553]] , [[193 555]]
[[304 489]] , [[304 493]]
[[644 575]] , [[644 579]]
[[625 615]] , [[624 616]]
[[331 576]] , [[331 580]]
[[711 634]] , [[711 639]]
[[798 648]] , [[797 649]]
[[511 631]] , [[510 632]]
[[565 575]] , [[564 576]]
[[796 652]] , [[796 657]]
[[507 652]] , [[507 657]]
[[537 573]] , [[537 575]]
[[227 576]] , [[227 580]]
[[277 555]] , [[274 558]]
[[308 575]] , [[308 579]]
[[473 455]] , [[473 459]]
[[721 489]] , [[721 493]]
[[191 492]] , [[191 496]]
[[535 556]] , [[535 560]]
[[351 494]] , [[351 498]]
[[269 575]] , [[268 576]]
[[702 554]] , [[702 558]]
[[406 574]] , [[404 576]]
[[304 573]] , [[304 577]]
[[774 635]] , [[774 639]]
[[908 624]] , [[908 628]]
[[681 641]] , [[680 642]]
[[489 573]] , [[489 575]]
[[646 634]] , [[646 638]]
[[774 652]] , [[774 657]]
[[760 632]] , [[760 636]]
[[225 555]] , [[225 559]]
[[585 650]] , [[585 655]]
[[366 577]] , [[366 581]]
[[526 661]] , [[526 665]]
[[368 577]] , [[368 581]]
[[359 576]] , [[359 580]]
[[672 574]] , [[670 576]]
[[632 652]] , [[632 657]]
[[257 555]] , [[256 556]]
[[257 555]] , [[256 556]]
[[410 492]] , [[410 496]]
[[182 573]] , [[182 577]]
[[405 551]] , [[405 555]]
[[271 555]] , [[271 559]]
[[506 575]] , [[506 579]]
[[504 654]] , [[504 658]]
[[906 626]] , [[905 627]]
[[920 614]] , [[920 615]]
[[658 574]] , [[658 578]]
[[497 599]] , [[495 601]]
[[367 551]] , [[367 555]]
[[221 555]] , [[219 557]]
[[243 555]] , [[242 556]]
[[365 551]] , [[365 555]]
[[240 489]] , [[240 493]]
[[568 573]] , [[568 574]]
[[497 494]] , [[497 498]]
[[375 574]] , [[375 578]]
[[749 489]] , [[749 493]]
[[691 635]] , [[690 636]]
[[610 575]] , [[610 579]]
[[497 652]] , [[497 657]]
[[476 575]] , [[476 579]]
[[769 634]] , [[769 638]]
[[366 574]] , [[365 575]]
[[858 664]] , [[857 665]]
[[751 631]] , [[751 635]]
[[476 575]] , [[476 579]]
[[713 631]] , [[713 635]]
[[595 576]] , [[595 580]]
[[359 573]] , [[357 575]]
[[605 575]] , [[604 576]]
[[474 573]] , [[474 577]]
[[658 574]] , [[658 578]]
[[268 574]] , [[268 578]]
[[187 572]] , [[187 576]]
[[268 574]] , [[268 578]]
[[620 575]] , [[620 579]]
[[191 572]] , [[191 576]]
[[658 574]] , [[658 578]]
[[534 575]] , [[534 579]]
[[399 575]] , [[399 579]]
[[ 48 359]] , [[ 48 363]]
[[543 451]] , [[543 455]]
[[  7 358]] , [[  7 362]]
[[646 118]] , [[646 122]]
[[215 487]] , [[215 491]]
[[114 487]] , [[114 491]]
[[157 459]] , [[157 461]]
[[947 121]] , [[946 122]]
[[543 492]] , [[543 496]]
[[126 489]] , [[126 493]]
[[305 360]] , [[305 364]]
[[1012  120]] , [[1011  121]]
[[669 489]] , [[668 490]]
[[369 455]] , [[369 459]]
[[189 459]] , [[186 462]]
[[777 489]] , [[776 490]]
[[982 121]] , [[982 125]]
[[200 459]] , [[200 463]]
[[1061  115]] , [[1061  116]]
[[791 487]] , [[791 489]]
[[791 121]] , [[790 122]]
[[243 555]] , [[241 557]]
[[617 553]] , [[617 557]]
[[256 574]] , [[254 576]]
[[470 493]] , [[470 497]]
[[425 553]] , [[425 557]]
[[548 493]] , [[548 497]]
[[202 459]] , [[202 463]]
[[ 47 360]] , [[ 47 364]]
[[ 17 360]] , [[ 17 364]]
[[143 464]] , [[143 468]]
[[109 359]] , [[108 360]]
[[203 459]] , [[203 463]]
[[591 460]] , [[591 464]]
[[189 459]] , [[187 461]]
[[451 456]] , [[451 460]]
[[982 123]] , [[982 127]]
