[[ 32 486]] , [[ 31 487]]
[[446 966]] , [[446 977]]
[[661 920]] , [[662 919]]
[[321 908]] , [[322 907]]
[[312 565]] , [[311 566]]
[[ 12 454]] , [[ 12 458]]
[[597 922]] , [[598 921]]
[[ 22 488]] , [[ 22 489]]
[[ 651 1048]] , [[ 652 1047]]
[[643 940]] , [[644 939]]
[[634 956]] , [[635 955]]
[[647 614]] , [[648 613]]
[[540 742]] , [[540 746]]
[[637 948]] , [[638 947]]
[[561 924]] , [[562 923]]
[[ 634 1001]] , [[ 635 1000]]
[[517 741]] , [[517 745]]
[[341 734]] , [[341 738]]
[[311 906]] , [[311 910]]
[[381 990]] , [[381 995]]
[[613 928]] , [[614 927]]
[[457 608]] , [[458 607]]
[[457 608]] , [[458 607]]
[[512 740]] , [[512 744]]
[[469 608]] , [[470 607]]
[[ 11 508]] , [[ 11 513]]
[[625 614]] , [[626 613]]
[[ 473 1068]] , [[ 474 1067]]
[[477 608]] , [[478 607]]
[[478 608]] , [[479 607]]
[[590 922]] , [[591 921]]
[[481 608]] , [[482 607]]
[[498 746]] , [[498 750]]
[[498 746]] , [[498 750]]
[[435 960]] , [[436 959]]
[[301 910]] , [[302 909]]
[[451 948]] , [[452 947]]
[[ 649 1000]] , [[650 999]]
[[600 922]] , [[601 921]]
[[640 958]] , [[640 975]]
[[852 687]] , [[852 700]]
[[498 746]] , [[498 750]]
[[ 25 486]] , [[ 23 488]]
[[571 738]] , [[571 739]]
[[ 43 490]] , [[ 43 497]]
[[ 76 298]] , [[ 76 303]]
[[588 740]] , [[588 744]]
[[ 53 489]] , [[ 53 490]]
[[507 988]] , [[508 987]]
[[344 566]] , [[344 567]]
[[671 916]] , [[672 915]]
[[630 746]] , [[630 750]]
[[665 916]] , [[666 915]]
[[713 760]] , [[714 759]]
[[582 740]] , [[582 745]]
[[471 918]] , [[472 917]]
[[ 106 1041]] , [[ 106 1043]]
[[   0 1024]] , [[   0 1053]]
[[471 918]] , [[472 917]]
[[  57 1080]] , [[  58 1079]]
[[  47 1080]] , [[  48 1079]]
[[ 110 1048]] , [[ 110 1053]]
[[677 915]] , [[678 914]]
[[827 758]] , [[828 757]]
[[831 757]] , [[832 756]]
[[   0 1024]] , [[   0 1055]]
[[   0 1024]] , [[   0 1065]]
[[  90 1070]] , [[  90 1071]]
[[  72 1194]] , [[  72 1199]]
[[ 674 1330]] , [[ 674 1335]]
[[   0 1016]] , [[   0 1037]]
[[524 971]] , [[525 970]]
[[730 931]] , [[731 930]]
[[379 566]] , [[377 568]]
[[531 946]] , [[532 945]]
[[381 566]] , [[379 568]]
[[  2 992]] , [[  2 997]]
[[  66 1196]] , [[  66 1205]]
[[  30 1054]] , [[  30 1061]]
[[  66 1196]] , [[  66 1205]]
[[471 918]] , [[472 917]]
[[737 956]] , [[738 955]]
[[681 914]] , [[682 913]]
[[  25 1090]] , [[  26 1089]]
[[471 918]] , [[472 917]]
[[385 564]] , [[383 566]]
[[737 956]] , [[738 955]]
[[  64 1086]] , [[  64 1091]]
[[  24 1080]] , [[  24 1089]]
[[  71 1163]] , [[  71 1167]]
[[827 912]] , [[828 911]]
[[  35 1092]] , [[  36 1091]]
[[  35 1092]] , [[  36 1091]]
[[   0 1040]] , [[   0 1045]]
[[  65 1148]] , [[  64 1149]]
[[  72 1174]] , [[  72 1175]]
[[ 118 1198]] , [[ 118 1200]]
[[  66 1198]] , [[  66 1207]]
[[  71 1158]] , [[  71 1163]]
[[  72 1184]] , [[  72 1189]]
[[361 564]] , [[359 566]]
[[  71 1168]] , [[  71 1181]]
[[  71 1168]] , [[  71 1181]]
[[  73 1096]] , [[  73 1109]]
[[707 758]] , [[708 757]]
[[ 503 1050]] , [[ 504 1049]]
[[469 920]] , [[470 919]]
[[346 566]] , [[344 568]]
[[ 499 1052]] , [[ 500 1051]]
[[471 921]] , [[472 920]]
[[644 740]] , [[644 746]]
[[681 916]] , [[682 915]]
[[693 756]] , [[694 755]]
[[616 744]] , [[616 749]]
[[612 744]] , [[612 749]]
[[651 604]] , [[652 603]]
[[122 304]] , [[122 308]]
[[837 624]] , [[837 633]]
[[331 736]] , [[331 740]]
[[330 732]] , [[330 735]]
[[463 606]] , [[464 605]]
[[524 740]] , [[524 741]]
[[475 608]] , [[476 607]]
[[283 710]] , [[283 711]]
[[499 743]] , [[499 747]]
[[570 611]] , [[571 610]]
[[ 428 1020]] , [[ 428 1025]]
[[308 568]] , [[307 569]]
[[288 130]] , [[288 135]]
[[398 736]] , [[398 747]]
[[ 16 478]] , [[ 16 481]]
[[164 186]] , [[164 191]]
[[353 596]] , [[354 595]]
[[357 596]] , [[358 595]]
[[ 59 486]] , [[ 59 488]]
[[ 66 474]] , [[ 65 475]]
[[ 69 518]] , [[ 70 519]]
[[395 596]] , [[396 595]]
[[ 82 478]] , [[ 81 479]]
[[399 596]] , [[400 595]]
[[ 82 480]] , [[ 82 482]]
[[ 96 514]] , [[ 96 519]]
[[380 258]] , [[380 262]]
[[ 38 531]] , [[ 38 535]]
[[568 738]] , [[568 743]]
[[601 740]] , [[601 744]]
[[385 268]] , [[385 272]]
[[724 928]] , [[724 933]]
[[351 854]] , [[352 853]]
[[ 935 1052]] , [[ 936 1051]]
[[ 935 1052]] , [[ 936 1051]]
[[628 744]] , [[628 745]]
[[628 744]] , [[628 745]]
[[594 748]] , [[594 753]]
[[594 748]] , [[594 753]]
[[384 564]] , [[384 565]]
[[407 594]] , [[408 593]]
[[683 914]] , [[684 913]]
[[651 606]] , [[652 605]]
[[724 620]] , [[725 619]]
[[ 10 529]] , [[ 10 535]]
[[ 937 1052]] , [[ 938 1051]]
[[673 916]] , [[674 915]]
[[825 914]] , [[826 913]]
[[628 742]] , [[628 743]]
[[606 740]] , [[606 745]]
[[724 618]] , [[725 617]]
[[ 937 1050]] , [[ 938 1049]]
[[651 606]] , [[652 605]]
[[843 608]] , [[844 607]]
[[473 918]] , [[474 917]]
[[843 608]] , [[844 607]]
[[  59 1060]] , [[  60 1059]]
[[  71 1040]] , [[  71 1044]]
[[  78 1214]] , [[  78 1215]]
[[ 119 1202]] , [[ 119 1206]]
[[ 636 1328]] , [[ 636 1334]]
[[  72 1276]] , [[  72 1285]]
[[  66 1186]] , [[  66 1201]]
[[   0 1070]] , [[   0 1079]]
[[419 923]] , [[420 922]]
[[685 912]] , [[686 911]]
[[ 26 520]] , [[ 26 525]]
[[381 932]] , [[382 931]]
[[388 554]] , [[387 555]]
[[  33 1078]] , [[  34 1077]]
[[  33 1080]] , [[  34 1079]]
[[  79 1222]] , [[  79 1229]]
[[  68 1252]] , [[  68 1277]]
[[ 385 1003]] , [[ 386 1002]]
[[  23 1090]] , [[  24 1089]]
[[757 742]] , [[757 746]]
[[386 544]] , [[385 545]]
[[  68 1128]] , [[  68 1131]]
[[  10 1032]] , [[  10 1035]]
[[  62 1065]] , [[  62 1073]]
[[  61 1050]] , [[  60 1051]]
[[  72 1260]] , [[  72 1261]]
[[  68 1120]] , [[  68 1129]]
[[  70 1258]] , [[  70 1261]]
[[  68 1130]] , [[  68 1131]]
[[  72 1258]] , [[  72 1261]]
[[  66 1234]] , [[  66 1247]]
[[ 640 1296]] , [[ 640 1297]]
[[   2 1072]] , [[   2 1077]]
[[  72 1162]] , [[  72 1167]]
[[  36 1056]] , [[  36 1061]]
[[  77 1202]] , [[  77 1207]]
[[  59 1076]] , [[  60 1075]]
[[  66 1241]] , [[  66 1248]]
[[914 606]] , [[914 607]]
[[ 384 1369]] , [[ 384 1373]]
[[  46 1088]] , [[  46 1093]]
[[   4 1034]] , [[   4 1035]]
[[   0 1058]] , [[   0 1139]]
[[ 549 1318]] , [[ 548 1319]]
[[  60 1068]] , [[  60 1073]]
[[   0 1060]] , [[   0 1137]]
[[511 720]] , [[510 721]]
[[840 734]] , [[840 739]]
[[ 653 1334]] , [[ 654 1333]]
[[ 656 1322]] , [[ 655 1323]]
[[773 736]] , [[773 740]]
[[ 784 1330]] , [[ 783 1331]]
[[840 728]] , [[840 735]]
[[920 674]] , [[920 685]]
[[ 424 1012]] , [[ 424 1014]]
[[ 449 1087]] , [[ 450 1086]]
[[402 986]] , [[402 991]]
[[316 907]] , [[317 906]]
[[424 959]] , [[423 960]]
[[351 566]] , [[352 565]]
[[  0 458]] , [[  0 491]]
[[370 958]] , [[370 959]]
[[366 942]] , [[366 955]]
[[325 578]] , [[326 577]]
[[ 355 1021]] , [[ 355 1025]]
[[653 580]] , [[654 579]]
[[653 580]] , [[654 579]]
[[656 579]] , [[657 579]]
[[651 584]] , [[652 583]]
[[366 958]] , [[366 966]]
[[336 933]] , [[336 943]]
[[ 341 1002]] , [[ 342 1001]]
[[242 258]] , [[242 263]]
[[200 281]] , [[200 285]]
[[326 959]] , [[326 963]]
[[323 722]] , [[323 723]]
[[ 364 1006]] , [[ 364 1007]]
[[337 722]] , [[336 723]]
[[542 738]] , [[542 745]]
[[348 972]] , [[348 977]]
[[350 728]] , [[349 729]]
[[ 32 486]] , [[ 31 487]]
[[446 966]] , [[446 977]]
[[661 920]] , [[662 919]]
[[321 908]] , [[322 907]]
[[312 565]] , [[311 566]]
[[ 12 454]] , [[ 12 458]]
[[597 922]] , [[598 921]]
[[ 22 488]] , [[ 22 489]]
[[ 651 1048]] , [[ 652 1047]]
[[643 940]] , [[644 939]]
[[634 956]] , [[635 955]]
[[647 614]] , [[648 613]]
[[540 742]] , [[540 746]]
[[637 948]] , [[638 947]]
[[561 924]] , [[562 923]]
[[ 634 1001]] , [[ 635 1000]]
[[517 741]] , [[517 745]]
[[341 734]] , [[341 738]]
[[311 906]] , [[311 910]]
[[381 990]] , [[381 995]]
[[613 928]] , [[614 927]]
[[457 608]] , [[458 607]]
[[457 608]] , [[458 607]]
[[512 740]] , [[512 744]]
[[469 608]] , [[470 607]]
[[ 11 508]] , [[ 11 513]]
[[625 614]] , [[626 613]]
[[ 473 1068]] , [[ 474 1067]]
[[477 608]] , [[478 607]]
[[478 608]] , [[479 607]]
[[590 922]] , [[591 921]]
[[481 608]] , [[482 607]]
[[498 746]] , [[498 750]]
[[498 746]] , [[498 750]]
[[435 960]] , [[436 959]]
[[301 910]] , [[302 909]]
[[451 948]] , [[452 947]]
[[ 649 1000]] , [[650 999]]
[[600 922]] , [[601 921]]
[[640 958]] , [[640 975]]
[[852 687]] , [[852 700]]
[[498 746]] , [[498 750]]
[[ 25 486]] , [[ 23 488]]
[[571 738]] , [[571 739]]
[[ 43 490]] , [[ 43 497]]
[[ 76 298]] , [[ 76 303]]
[[588 740]] , [[588 744]]
[[ 53 489]] , [[ 53 490]]
[[507 988]] , [[508 987]]
[[344 566]] , [[344 567]]
[[671 916]] , [[672 915]]
[[630 746]] , [[630 750]]
[[665 916]] , [[666 915]]
[[713 760]] , [[714 759]]
[[582 740]] , [[582 745]]
[[471 918]] , [[472 917]]
[[ 106 1041]] , [[ 106 1043]]
[[   0 1024]] , [[   0 1053]]
[[471 918]] , [[472 917]]
[[  57 1080]] , [[  58 1079]]
[[  47 1080]] , [[  48 1079]]
[[ 110 1048]] , [[ 110 1053]]
[[677 915]] , [[678 914]]
[[827 758]] , [[828 757]]
[[831 757]] , [[832 756]]
[[   0 1024]] , [[   0 1055]]
[[   0 1024]] , [[   0 1065]]
[[  90 1070]] , [[  90 1071]]
[[  72 1194]] , [[  72 1199]]
[[ 674 1330]] , [[ 674 1335]]
[[   0 1016]] , [[   0 1037]]
[[524 971]] , [[525 970]]
[[730 931]] , [[731 930]]
[[379 566]] , [[377 568]]
[[531 946]] , [[532 945]]
[[381 566]] , [[379 568]]
[[  2 992]] , [[  2 997]]
[[  66 1196]] , [[  66 1205]]
[[  30 1054]] , [[  30 1061]]
[[  66 1196]] , [[  66 1205]]
[[471 918]] , [[472 917]]
[[737 956]] , [[738 955]]
[[681 914]] , [[682 913]]
[[  25 1090]] , [[  26 1089]]
[[471 918]] , [[472 917]]
[[385 564]] , [[383 566]]
[[737 956]] , [[738 955]]
[[  64 1086]] , [[  64 1091]]
[[  24 1080]] , [[  24 1089]]
[[  71 1163]] , [[  71 1167]]
[[827 912]] , [[828 911]]
[[  35 1092]] , [[  36 1091]]
[[  35 1092]] , [[  36 1091]]
[[   0 1040]] , [[   0 1045]]
[[  65 1148]] , [[  64 1149]]
[[  72 1174]] , [[  72 1175]]
[[ 118 1198]] , [[ 118 1200]]
[[  66 1198]] , [[  66 1207]]
[[  71 1158]] , [[  71 1163]]
[[  72 1184]] , [[  72 1189]]
[[361 564]] , [[359 566]]
[[  71 1168]] , [[  71 1181]]
[[  71 1168]] , [[  71 1181]]
[[  73 1096]] , [[  73 1109]]
[[707 758]] , [[708 757]]
[[ 503 1050]] , [[ 504 1049]]
[[469 920]] , [[470 919]]
[[346 566]] , [[344 568]]
[[ 499 1052]] , [[ 500 1051]]
[[471 921]] , [[472 920]]
[[644 740]] , [[644 746]]
[[681 916]] , [[682 915]]
[[693 756]] , [[694 755]]
[[616 744]] , [[616 749]]
[[612 744]] , [[612 749]]
[[651 604]] , [[652 603]]
[[122 304]] , [[122 308]]
[[837 624]] , [[837 633]]
[[331 736]] , [[331 740]]
[[330 732]] , [[330 735]]
[[463 606]] , [[464 605]]
[[524 740]] , [[524 741]]
[[475 608]] , [[476 607]]
[[283 710]] , [[283 711]]
[[499 743]] , [[499 747]]
[[570 611]] , [[571 610]]
[[ 428 1020]] , [[ 428 1025]]
[[308 568]] , [[307 569]]
[[288 130]] , [[288 135]]
[[398 736]] , [[398 747]]
[[ 16 478]] , [[ 16 481]]
[[164 186]] , [[164 191]]
[[353 596]] , [[354 595]]
[[357 596]] , [[358 595]]
[[ 59 486]] , [[ 59 488]]
[[ 66 474]] , [[ 65 475]]
[[ 69 518]] , [[ 70 519]]
[[395 596]] , [[396 595]]
[[ 82 478]] , [[ 81 479]]
[[399 596]] , [[400 595]]
[[ 82 480]] , [[ 82 482]]
[[ 96 514]] , [[ 96 519]]
[[380 258]] , [[380 262]]
[[ 38 531]] , [[ 38 535]]
[[568 738]] , [[568 743]]
[[601 740]] , [[601 744]]
[[385 268]] , [[385 272]]
[[724 928]] , [[724 933]]
[[351 854]] , [[352 853]]
[[ 935 1052]] , [[ 936 1051]]
[[ 935 1052]] , [[ 936 1051]]
[[628 744]] , [[628 745]]
[[628 744]] , [[628 745]]
[[594 748]] , [[594 753]]
[[594 748]] , [[594 753]]
[[384 564]] , [[384 565]]
[[407 594]] , [[408 593]]
[[683 914]] , [[684 913]]
[[651 606]] , [[652 605]]
[[724 620]] , [[725 619]]
[[ 10 529]] , [[ 10 535]]
[[ 937 1052]] , [[ 938 1051]]
[[673 916]] , [[674 915]]
[[825 914]] , [[826 913]]
[[628 742]] , [[628 743]]
[[606 740]] , [[606 745]]
[[724 618]] , [[725 617]]
[[ 937 1050]] , [[ 938 1049]]
[[651 606]] , [[652 605]]
[[843 608]] , [[844 607]]
[[473 918]] , [[474 917]]
[[843 608]] , [[844 607]]
[[  59 1060]] , [[  60 1059]]
[[  71 1040]] , [[  71 1044]]
[[  78 1214]] , [[  78 1215]]
[[ 119 1202]] , [[ 119 1206]]
[[ 636 1328]] , [[ 636 1334]]
[[  72 1276]] , [[  72 1285]]
[[  66 1186]] , [[  66 1201]]
[[   0 1070]] , [[   0 1079]]
[[419 923]] , [[420 922]]
[[685 912]] , [[686 911]]
[[ 26 520]] , [[ 26 525]]
[[381 932]] , [[382 931]]
[[388 554]] , [[387 555]]
[[  33 1078]] , [[  34 1077]]
[[  33 1080]] , [[  34 1079]]
[[  79 1222]] , [[  79 1229]]
[[  68 1252]] , [[  68 1277]]
[[ 385 1003]] , [[ 386 1002]]
[[  23 1090]] , [[  24 1089]]
[[757 742]] , [[757 746]]
[[386 544]] , [[385 545]]
[[  68 1128]] , [[  68 1131]]
[[  10 1032]] , [[  10 1035]]
[[  62 1065]] , [[  62 1073]]
[[  61 1050]] , [[  60 1051]]
[[  72 1260]] , [[  72 1261]]
[[  68 1120]] , [[  68 1129]]
[[  70 1258]] , [[  70 1261]]
[[  68 1130]] , [[  68 1131]]
[[  72 1258]] , [[  72 1261]]
[[  66 1234]] , [[  66 1247]]
[[ 640 1296]] , [[ 640 1297]]
[[   2 1072]] , [[   2 1077]]
[[  72 1162]] , [[  72 1167]]
[[  36 1056]] , [[  36 1061]]
[[  77 1202]] , [[  77 1207]]
[[  59 1076]] , [[  60 1075]]
[[  66 1241]] , [[  66 1248]]
[[914 606]] , [[914 607]]
[[ 384 1369]] , [[ 384 1373]]
[[  46 1088]] , [[  46 1093]]
[[   4 1034]] , [[   4 1035]]
[[   0 1058]] , [[   0 1139]]
[[ 549 1318]] , [[ 548 1319]]
[[  60 1068]] , [[  60 1073]]
[[   0 1060]] , [[   0 1137]]
[[511 720]] , [[510 721]]
[[840 734]] , [[840 739]]
[[ 653 1334]] , [[ 654 1333]]
[[ 656 1322]] , [[ 655 1323]]
[[773 736]] , [[773 740]]
[[ 784 1330]] , [[ 783 1331]]
[[840 728]] , [[840 735]]
[[920 674]] , [[920 685]]
[[ 424 1012]] , [[ 424 1014]]
[[ 449 1087]] , [[ 450 1086]]
[[402 986]] , [[402 991]]
[[316 907]] , [[317 906]]
[[424 959]] , [[423 960]]
[[351 566]] , [[352 565]]
[[  0 458]] , [[  0 491]]
[[370 958]] , [[370 959]]
[[366 942]] , [[366 955]]
[[325 578]] , [[326 577]]
[[ 355 1021]] , [[ 355 1025]]
[[653 580]] , [[654 579]]
[[653 580]] , [[654 579]]
[[656 579]] , [[657 579]]
[[651 584]] , [[652 583]]
[[366 958]] , [[366 966]]
[[336 933]] , [[336 943]]
[[ 341 1002]] , [[ 342 1001]]
[[242 258]] , [[242 263]]
[[200 281]] , [[200 285]]
[[326 959]] , [[326 963]]
[[323 722]] , [[323 723]]
[[ 364 1006]] , [[ 364 1007]]
[[337 722]] , [[336 723]]
[[542 738]] , [[542 745]]
[[348 972]] , [[348 977]]
[[350 728]] , [[349 729]]
[[ 222 1010]] , [[ 222 1017]]
[[ 192 1054]] , [[ 192 1065]]
[[ 190 1040]] , [[ 190 1049]]
[[ 330 1010]] , [[ 330 1011]]
[[ 742 1010]] , [[ 742 1014]]
[[ 732 1010]] , [[ 732 1015]]
[[ 192 1084]] , [[ 192 1115]]
[[ 314 1010]] , [[ 314 1011]]
[[ 242 1004]] , [[ 242 1005]]
[[444 995]] , [[444 999]]
[[184 926]] , [[184 929]]
[[612 848]] , [[612 859]]
[[104 362]] , [[104 366]]
[[190 452]] , [[190 457]]
[[246 542]] , [[246 547]]
[[144 362]] , [[144 369]]
[[144 362]] , [[144 369]]
[[142 362]] , [[142 366]]
[[144 362]] , [[144 366]]
[[188 454]] , [[188 458]]
[[273 582]] , [[273 583]]
[[174 588]] , [[174 589]]
[[174 588]] , [[174 591]]
[[308 586]] , [[308 587]]
[[434 600]] , [[435 599]]
[[422 594]] , [[421 595]]
[[323 601]] , [[323 605]]
[[244 550]] , [[244 555]]
[[188 454]] , [[188 458]]
[[398 586]] , [[398 590]]
[[398 586]] , [[398 590]]
[[277 576]] , [[276 577]]
[[298 576]] , [[298 581]]
[[290 576]] , [[290 581]]
[[185 446]] , [[184 447]]
[[256 540]] , [[256 545]]
[[141 358]] , [[141 362]]
[[280 575]] , [[279 576]]
[[288 574]] , [[287 575]]
[[144 360]] , [[144 364]]
[[192 582]] , [[192 586]]
[[142 358]] , [[142 362]]
[[280 576]] , [[280 581]]
[[192 448]] , [[192 449]]
[[146 358]] , [[146 362]]
[[242 538]] , [[242 543]]
[[192 448]] , [[192 449]]
[[242 538]] , [[242 543]]
[[258 544]] , [[258 550]]
[[192 448]] , [[192 449]]
[[179 464]] , [[178 465]]
[[188 600]] , [[188 601]]
[[188 588]] , [[188 593]]
[[200 582]] , [[200 590]]
[[406 584]] , [[405 585]]
[[231 492]] , [[231 496]]
[[186 452]] , [[186 458]]
[[200 578]] , [[200 588]]
[[186 454]] , [[186 459]]
[[231 492]] , [[231 496]]
[[402 584]] , [[401 585]]
[[244 542]] , [[244 543]]
[[401 600]] , [[402 599]]
[[244 542]] , [[244 543]]
[[192 588]] , [[192 599]]
[[413 583]] , [[412 584]]
[[240 548]] , [[240 555]]
[[186 452]] , [[186 457]]
[[204 580]] , [[204 585]]
[[186 452]] , [[186 457]]
[[240 492]] , [[240 496]]
[[208 588]] , [[208 593]]
[[240 492]] , [[240 496]]
[[194 452]] , [[194 453]]
[[192 452]] , [[192 453]]
[[190 452]] , [[190 453]]
