[[ 26 520]] , [[ 27 519]]
[[ 26 486]] , [[ 24 488]]
[[322 908]] , [[323 907]]
[[446 966]] , [[446 973]]
[[ 475 1010]] , [[ 476 1009]]
[[645 944]] , [[645 947]]
[[ 46 300]] , [[ 46 301]]
[[ 456 1037]] , [[ 457 1036]]
[[589 923]] , [[590 922]]
[[641 934]] , [[642 933]]
[[473 610]] , [[474 609]]
[[553 740]] , [[553 744]]
[[635 946]] , [[636 945]]
[[271 746]] , [[272 745]]
[[633 960]] , [[634 959]]
[[283 588]] , [[284 587]]
[[341 734]] , [[341 738]]
[[311 906]] , [[311 910]]
[[479 922]] , [[480 921]]
[[513 740]] , [[513 744]]
[[512 740]] , [[512 744]]
[[281 588]] , [[282 587]]
[[498 744]] , [[498 749]]
[[  0 492]] , [[  0 513]]
[[473 608]] , [[474 607]]
[[434 996]] , [[435 995]]
[[498 746]] , [[498 750]]
[[562 740]] , [[562 745]]
[[480 608]] , [[481 607]]
[[498 746]] , [[498 750]]
[[528 739]] , [[528 743]]
[[546 738]] , [[546 742]]
[[443 958]] , [[444 957]]
[[413 981]] , [[412 982]]
[[453 932]] , [[454 931]]
[[ 19 489]] , [[ 18 490]]
[[640 960]] , [[640 993]]
[[ 19 488]] , [[ 19 489]]
[[306 568]] , [[306 569]]
[[578 740]] , [[578 744]]
[[90 33]] , [[90 37]]
[[ 39 483]] , [[ 38 484]]
[[ 15 444]] , [[ 15 448]]
[[835 604]] , [[836 603]]
[[ 24 444]] , [[ 24 449]]
[[357 986]] , [[358 985]]
[[ 512 1042]] , [[ 513 1041]]
[[705 758]] , [[706 757]]
[[643 744]] , [[643 748]]
[[706 986]] , [[706 991]]
[[653 604]] , [[654 603]]
[[611 739]] , [[611 743]]
[[669 915]] , [[670 914]]
[[  60 1038]] , [[  60 1043]]
[[  41 1098]] , [[  42 1097]]
[[675 913]] , [[680 913]]
[[368 565]] , [[367 566]]
[[  47 1068]] , [[  48 1067]]
[[   0 1024]] , [[   0 1041]]
[[825 758]] , [[826 757]]
[[709 616]] , [[710 615]]
[[854 605]] , [[855 604]]
[[368 566]] , [[368 567]]
[[370 566]] , [[369 567]]
[[  73 1040]] , [[  73 1049]]
[[  36 1086]] , [[  36 1097]]
[[ 684 1328]] , [[ 684 1334]]
[[  33 1052]] , [[  34 1051]]
[[467 918]] , [[468 917]]
[[467 918]] , [[468 917]]
[[469 918]] , [[470 917]]
[[469 918]] , [[470 917]]
[[529 964]] , [[530 963]]
[[381 566]] , [[379 568]]
[[   0 1142]] , [[   0 1147]]
[[  6 990]] , [[  6 991]]
[[   0 1140]] , [[   0 1145]]
[[681 914]] , [[682 913]]
[[399 923]] , [[400 924]]
[[835 756]] , [[836 755]]
[[   9 1084]] , [[  10 1083]]
[[683 913]] , [[685 913]]
[[ 939 1056]] , [[ 940 1055]]
[[735 946]] , [[736 945]]
[[  16 1060]] , [[  16 1069]]
[[   0 1076]] , [[   0 1089]]
[[  64 1152]] , [[  64 1167]]
[[837 754]] , [[838 753]]
[[  49 1039]] , [[  50 1038]]
[[  49 1039]] , [[  50 1038]]
[[ 12 998]] , [[  12 1003]]
[[  14 1078]] , [[  14 1087]]
[[  71 1160]] , [[  71 1165]]
[[  66 1198]] , [[  66 1205]]
[[  74 1196]] , [[  74 1205]]
[[  64 1154]] , [[  64 1161]]
[[  71 1168]] , [[  71 1179]]
[[471 918]] , [[472 917]]
[[  75 1102]] , [[  75 1103]]
[[  72 1132]] , [[  72 1137]]
[[  73 1075]] , [[  73 1092]]
[[651 604]] , [[652 603]]
[[475 918]] , [[476 917]]
[[663 917]] , [[664 916]]
[[ 905 1052]] , [[ 906 1051]]
[[471 920]] , [[472 919]]
[[663 917]] , [[664 916]]
[[595 738]] , [[595 742]]
[[651 604]] , [[652 603]]
[[651 604]] , [[652 603]]
[[653 740]] , [[652 741]]
[[648 740]] , [[646 742]]
[[620 740]] , [[620 749]]
[[304 568]] , [[304 571]]
[[498 744]] , [[498 751]]
[[ 64 304]] , [[ 64 311]]
[[554 740]] , [[554 744]]
[[820 612]] , [[820 616]]
[[526 740]] , [[526 751]]
[[538 749]] , [[538 753]]
[[ 449 1020]] , [[ 450 1019]]
[[660 701]] , [[660 703]]
[[164 186]] , [[164 191]]
[[ 37 476]] , [[ 35 478]]
