[[372 836]] , [[372 841]]
[[810 842]] , [[809 843]]
[[378 848]] , [[378 853]]
[[214 838]] , [[214 839]]
[[652 852]] , [[652 857]]
[[430 838]] , [[430 845]]
[[378 854]] , [[378 859]]
[[416 838]] , [[416 843]]
[[ 74 486]] , [[ 74 487]]
[[108 314]] , [[108 318]]
[[ 76 452]] , [[ 76 457]]
[[  6 528]] , [[  6 532]]
[[623 740]] , [[623 741]]
[[ 66 445]] , [[ 66 451]]
[[102 313]] , [[102 317]]
[[ 60 496]] , [[ 60 497]]
[[ 55 508]] , [[ 56 507]]
[[  0 526]] , [[  0 531]]
[[ 64 502]] , [[ 64 503]]
[[ 61 496]] , [[ 60 497]]
[[403 594]] , [[404 593]]
[[ 96 306]] , [[ 96 311]]
[[109 313]] , [[109 317]]
[[109 313]] , [[109 317]]
[[ 20 526]] , [[ 20 530]]
[[ 67 501]] , [[ 66 502]]
[[601 740]] , [[601 744]]
[[651 604]] , [[652 603]]
[[  0 538]] , [[  0 543]]
[[ 73 483]] , [[ 74 482]]
[[ 63 476]] , [[ 59 480]]
[[  4 521]] , [[  4 525]]
[[ 73 496]] , [[ 73 506]]
[[102 512]] , [[102 517]]
[[ 96 512]] , [[ 96 517]]
[[606 740]] , [[606 745]]
[[234 282]] , [[234 283]]
[[473 918]] , [[474 917]]
[[  2 527]] , [[  2 531]]
[[405 591]] , [[406 590]]
[[ 63 488]] , [[ 63 493]]
[[514 731]] , [[514 735]]
[[514 730]] , [[513 731]]
[[385 915]] , [[386 914]]
[[ 46 438]] , [[ 46 439]]
[[920 610]] , [[920 611]]
[[357  27]] , [[357  31]]
[[697 742]] , [[697 743]]
[[410 998]] , [[ 410 1005]]
[[658 582]] , [[658 586]]
[[386  26]] , [[386  31]]
[[395 562]] , [[396 561]]
[[406 996]] , [[406 997]]
[[   0 1030]] , [[   0 1045]]
[[453 725]] , [[452 726]]
[[423 994]] , [[424 993]]
[[506 718]] , [[506 719]]
[[492 718]] , [[492 723]]
[[506 717]] , [[506 724]]
[[372 836]] , [[372 841]]
[[810 842]] , [[809 843]]
[[378 848]] , [[378 853]]
[[214 838]] , [[214 839]]
[[652 852]] , [[652 857]]
[[430 838]] , [[430 845]]
[[378 854]] , [[378 859]]
[[416 838]] , [[416 843]]
[[372 836]] , [[372 841]]
[[810 842]] , [[809 843]]
[[378 848]] , [[378 853]]
[[214 838]] , [[214 839]]
[[652 852]] , [[652 857]]
[[430 838]] , [[430 845]]
[[378 854]] , [[378 859]]
[[416 838]] , [[416 843]]
[[213 835]] , [[213 836]]
[[231 835]] , [[231 836]]
[[213 835]] , [[213 836]]
[[231 835]] , [[231 836]]
[[213 835]] , [[213 836]]
[[231 835]] , [[231 836]]
[[213 835]] , [[213 836]]
[[231 835]] , [[231 836]]
[[213 835]] , [[213 836]]
[[231 835]] , [[231 836]]
[[213 835]] , [[213 836]]
[[231 835]] , [[231 836]]
[[225 835]] , [[223 837]]
[[225 835]] , [[223 837]]
[[265 840]] , [[265 844]]
[[880 126]] , [[880 131]]
