[[800 514]] , [[800 515]]
[[377 514]] , [[377 515]]
[[378 514]] , [[378 515]]
[[378 514]] , [[378 522]]
[[778 513]] , [[777 514]]
[[806   5]] , [[806   6]]
[[738   2]] , [[738   6]]
[[104 344]] , [[104 349]]
[[654 264]] , [[654 269]]
[[811 524]] , [[812 523]]
[[456 510]] , [[456 517]]
[[646 258]] , [[646 262]]
[[752 158]] , [[752 171]]
[[526 518]] , [[526 525]]
[[731 256]] , [[731 260]]
[[754 514]] , [[754 515]]
[[456 512]] , [[456 518]]
[[456 512]] , [[456 517]]
[[728 157]] , [[728 161]]
[[794 510]] , [[794 511]]
[[800 514]] , [[800 515]]
[[377 514]] , [[377 515]]
[[378 514]] , [[378 515]]
[[378 514]] , [[378 522]]
[[778 513]] , [[777 514]]
[[806   5]] , [[806   6]]
[[738   2]] , [[738   6]]
[[104 344]] , [[104 349]]
[[654 264]] , [[654 269]]
[[811 524]] , [[812 523]]
[[456 510]] , [[456 517]]
[[646 258]] , [[646 262]]
[[752 158]] , [[752 171]]
[[526 518]] , [[526 525]]
[[731 256]] , [[731 260]]
[[754 514]] , [[754 515]]
[[456 512]] , [[456 518]]
[[456 512]] , [[456 517]]
[[728 157]] , [[728 161]]
[[794 510]] , [[794 511]]
