[[664  13]] , [[664  17]]
[[750 117]] , [[750 121]]
[[365 490]] , [[365 494]]
[[510 590]] , [[510 594]]
[[652 487]] , [[652 491]]
[[367 453]] , [[366 454]]
[[605 487]] , [[605 491]]
[[545 456]] , [[545 460]]
[[131 485]] , [[131 489]]
[[1040  119]] , [[1040  123]]
[[195 485]] , [[192 488]]
[[749 483]] , [[749 487]]
[[710 484]] , [[710 488]]
[[117 356]] , [[117 360]]
[[885 351]] , [[885 353]]
[[753 349]] , [[753 353]]
[[315 488]] , [[315 492]]
[[651 483]] , [[651 487]]
[[107 484]] , [[107 488]]
[[193 455]] , [[190 458]]
[[590 550]] , [[590 554]]
[[713 483]] , [[713 487]]
[[311 571]] , [[309 573]]
[[870 116]] , [[868 118]]
[[  4 308]] , [[  4 312]]
[[177 457]] , [[176 458]]
[[ 28 358]] , [[ 28 362]]
[[639 549]] , [[637 551]]
[[497 488]] , [[497 492]]
[[207 572]] , [[207 576]]
[[525 548]] , [[525 550]]
[[696 572]] , [[696 576]]
[[379 551]] , [[379 555]]
[[490 492]] , [[490 496]]
[[366 487]] , [[366 491]]
[[350 492]] , [[350 496]]
[[652 489]] , [[652 493]]
[[237 489]] , [[236 490]]
[[107 486]] , [[107 490]]
[[637 489]] , [[636 490]]
[[338 455]] , [[338 459]]
[[671 485]] , [[671 489]]
[[801 485]] , [[800 486]]
[[731 554]] , [[731 558]]
[[175 489]] , [[174 490]]
[[379 551]] , [[379 555]]
[[421 554]] , [[421 558]]
[[451 549]] , [[450 550]]
[[480 491]] , [[480 495]]
[[259 553]] , [[258 554]]
[[563 549]] , [[563 553]]
[[235 574]] , [[235 578]]
[[192 458]] , [[192 459]]
[[217 553]] , [[215 555]]
[[805 485]] , [[805 489]]
[[563 549]] , [[563 553]]
[[126 462]] , [[126 466]]
[[380 491]] , [[380 495]]
[[780 487]] , [[780 491]]
[[480 491]] , [[480 495]]
[[299 551]] , [[298 552]]
[[641 552]] , [[641 556]]
[[627 574]] , [[627 578]]
[[478 575]] , [[478 579]]
[[241 488]] , [[241 492]]
[[619 489]] , [[618 490]]
[[554 485]] , [[554 489]]
[[229 573]] , [[229 577]]
[[681 572]] , [[681 576]]
[[549 549]] , [[548 550]]
[[426 516]] , [[426 521]]
[[494 491]] , [[494 495]]
[[827 487]] , [[827 491]]
[[437 575]] , [[436 576]]
[[480 575]] , [[480 579]]
[[437 575]] , [[436 576]]
[[553 619]] , [[552 620]]
[[751 631]] , [[750 632]]
[[531 576]] , [[531 580]]
[[657 574]] , [[656 575]]
[[848 642]] , [[848 643]]
[[528 635]] , [[528 641]]
[[187 572]] , [[187 576]]
[[567 573]] , [[567 577]]
[[220 554]] , [[219 555]]
[[237 558]] , [[237 562]]
[[141 360]] , [[141 364]]
[[179 461]] , [[176 464]]
[[721 489]] , [[721 493]]
[[608 497]] , [[608 501]]
[[804 491]] , [[804 495]]
[[744 556]] , [[744 560]]
[[211 553]] , [[208 556]]
[[454 573]] , [[454 577]]
[[164 560]] , [[163 561]]
[[912 620]] , [[912 624]]
[[487 576]] , [[487 580]]
[[908 624]] , [[908 628]]
[[187 572]] , [[187 576]]
[[239 576]] , [[239 580]]
[[541 642]] , [[541 646]]
[[341 576]] , [[341 580]]
[[293 551]] , [[291 553]]
[[703 631]] , [[702 632]]
[[319 576]] , [[319 580]]
[[774 652]] , [[774 657]]
[[251 575]] , [[251 579]]
[[452 574]] , [[450 576]]
[[409 573]] , [[409 575]]
[[650 648]] , [[650 651]]
[[421 551]] , [[421 555]]
[[421 551]] , [[421 555]]
[[165 490]] , [[165 494]]
[[764 556]] , [[764 560]]
[[374 493]] , [[374 497]]
[[419 551]] , [[419 555]]
[[567 573]] , [[567 574]]
[[660 634]] , [[660 641]]
[[340 577]] , [[340 581]]
[[353 576]] , [[353 580]]
[[188 573]] , [[188 577]]
[[251 576]] , [[251 580]]
[[656 491]] , [[656 495]]
[[367 551]] , [[367 555]]
[[378 551]] , [[378 555]]
[[449 492]] , [[449 496]]
[[711 487]] , [[711 491]]
[[172 569]] , [[172 573]]
[[271 490]] , [[271 494]]
