[[1035  117]] , [[1035  121]]
[[175 553]] , [[175 557]]
[[ 78 356]] , [[ 78 360]]
[[672 115]] , [[671 116]]
[[186 455]] , [[185 456]]
[[ 93 480]] , [[ 93 484]]
[[662 118]] , [[662 122]]
[[574 451]] , [[574 455]]
[[766 122]] , [[766 126]]
[[106 358]] , [[106 362]]
[[1064  109]] , [[1063  110]]
[[191 359]] , [[191 363]]
[[295 455]] , [[295 459]]
[[558 449]] , [[558 450]]
[[503 453]] , [[503 457]]
[[ 84 303]] , [[ 84 307]]
[[752 354]] , [[752 358]]
[[ 84 356]] , [[ 84 360]]
[[816 119]] , [[815 120]]
[[ 91 357]] , [[ 91 361]]
[[ 61 358]] , [[ 61 362]]
[[ 89 477]] , [[ 89 481]]
[[187 357]] , [[187 361]]
[[ 98 459]] , [[ 97 460]]
[[ 72 308]] , [[ 72 312]]
[[172 486]] , [[172 490]]
[[444 453]] , [[444 457]]
[[ 17 357]] , [[ 17 361]]
[[160 457]] , [[159 458]]
[[160 488]] , [[160 492]]
[[ 97 357]] , [[ 97 361]]
[[279 455]] , [[279 459]]
[[ 98 459]] , [[ 97 460]]
[[ 89 477]] , [[ 89 481]]
[[160 457]] , [[159 458]]
[[143 485]] , [[143 489]]
[[ 39 358]] , [[ 39 362]]
[[104 486]] , [[104 490]]
[[192 457]] , [[190 459]]
[[679 488]] , [[679 492]]
[[545 451]] , [[545 455]]
[[207 485]] , [[207 487]]
[[522 490]] , [[522 494]]
[[343 491]] , [[343 495]]
[[212 488]] , [[212 492]]
[[777 489]] , [[777 493]]
[[253 489]] , [[253 493]]
[[519 492]] , [[519 496]]
[[128 485]] , [[128 489]]
[[ 96 461]] , [[ 96 466]]
[[107 487]] , [[107 491]]
[[727 487]] , [[727 491]]
[[985 120]] , [[984 121]]
[[958 123]] , [[957 124]]
[[ 10 360]] , [[ 10 364]]
[[306 457]] , [[305 458]]
[[946 122]] , [[946 126]]
[[719 357]] , [[719 361]]
[[473 453]] , [[473 457]]
[[729 120]] , [[729 124]]
[[797 488]] , [[797 492]]
[[561 451]] , [[561 455]]
[[183 487]] , [[183 489]]
[[350 491]] , [[350 496]]
[[176 459]] , [[175 460]]
[[150 459]] , [[150 463]]
[[595 460]] , [[595 464]]
[[706 488]] , [[706 492]]
[[913 120]] , [[913 124]]
[[  0 124]] , [[  0 128]]
[[ 10 358]] , [[ 10 362]]
[[140 358]] , [[140 362]]
[[548 356]] , [[548 360]]
[[813 121]] , [[813 125]]
[[202 488]] , [[202 492]]
[[ 10 358]] , [[ 10 362]]
[[ 29 359]] , [[ 29 363]]
[[548 356]] , [[548 360]]
[[943 123]] , [[943 127]]
[[ 33 359]] , [[ 33 363]]
[[548 356]] , [[548 360]]
[[1058  117]] , [[1058  119]]
[[809 121]] , [[809 125]]
[[932 122]] , [[932 126]]
[[672 120]] , [[672 124]]
[[ 61 360]] , [[ 61 364]]
[[108 461]] , [[108 465]]
[[145 487]] , [[145 489]]
[[108 461]] , [[108 465]]
[[633 460]] , [[633 464]]
[[842 122]] , [[842 126]]
[[969 121]] , [[969 125]]
[[198 360]] , [[198 364]]
[[236 457]] , [[236 461]]
[[132 459]] , [[132 463]]
[[ 99 358]] , [[ 99 362]]
[[149 462]] , [[149 466]]
[[ 93 482]] , [[ 93 487]]
[[253 487]] , [[253 491]]
[[ 79 466]] , [[ 79 471]]
[[ 89 358]] , [[ 89 362]]
[[ 98 358]] , [[ 98 362]]
[[ 47 359]] , [[ 47 363]]
[[864 120]] , [[864 124]]
[[248 455]] , [[248 459]]
[[248 455]] , [[248 459]]
[[145 358]] , [[144 359]]
[[ 89 358]] , [[ 89 362]]
[[ 98 358]] , [[ 98 362]]
[[779 121]] , [[779 125]]
[[ 47 359]] , [[ 47 363]]
[[729 120]] , [[729 124]]
[[790 121]] , [[789 122]]
[[795 460]] , [[795 464]]
[[145 358]] , [[143 360]]
[[102 486]] , [[102 490]]
[[  8 358]] , [[  8 362]]
[[967 121]] , [[967 125]]
[[817 120]] , [[816 121]]
[[1074  103]] , [[1073  104]]
[[937 123]] , [[937 127]]
[[656 120]] , [[656 124]]
[[958 121]] , [[957 122]]
[[928 122]] , [[928 126]]
[[650 122]] , [[650 126]]
[[1064   99]] , [[1057  106]]
[[ 62 347]] , [[ 61 348]]
[[877 107]] , [[877 111]]
[[652 118]] , [[652 122]]
[[  0 122]] , [[  0 126]]
[[977 120]] , [[976 121]]
[[737 120]] , [[737 124]]
[[165 356]] , [[165 360]]
[[193 455]] , [[191 457]]
[[828 119]] , [[828 124]]
[[895 118]] , [[894 119]]
[[441 453]] , [[441 457]]
[[1066  109]] , [[1065  110]]
[[1068  107]] , [[1066  109]]
[[876 119]] , [[876 124]]
[[ 37 359]] , [[ 37 363]]
[[1022  120]] , [[1022  124]]
[[ 83 358]] , [[ 82 359]]
[[ 96 459]] , [[ 95 460]]
[[870 351]] , [[870 355]]
[[242 455]] , [[242 459]]
[[ 52 358]] , [[ 52 362]]
[[590 453]] , [[590 457]]
[[186 455]] , [[184 457]]
[[558 447]] , [[558 451]]
[[757 119]] , [[757 123]]
[[545 451]] , [[545 455]]
[[ 91 357]] , [[ 91 361]]
[[ 99 485]] , [[ 99 489]]
[[187 357]] , [[187 361]]
[[840 475]] , [[839 476]]
[[ 81 357]] , [[ 80 358]]
[[ 99 485]] , [[ 99 489]]
[[334 453]] , [[334 457]]
[[113 357]] , [[113 361]]
[[194 455]] , [[192 457]]
[[677 488]] , [[677 492]]
[[187 357]] , [[187 361]]
[[189 485]] , [[189 487]]
[[805 485]] , [[805 489]]
[[191 485]] , [[191 486]]
[[777 487]] , [[777 491]]
[[749 487]] , [[748 488]]
[[842 473]] , [[840 475]]
[[303 487]] , [[303 489]]
[[102 459]] , [[101 460]]
[[575 488]] , [[574 489]]
[[488 451]] , [[488 455]]
[[280 490]] , [[280 494]]
[[304 489]] , [[304 494]]
[[247 489]] , [[247 493]]
[[365 455]] , [[365 459]]
[[302 487]] , [[302 491]]
[[192 488]] , [[192 492]]
[[283 491]] , [[283 495]]
[[159 462]] , [[159 466]]
[[232 457]] , [[232 461]]
[[147 462]] , [[147 466]]
[[801 487]] , [[801 490]]
[[1062  116]] , [[1061  117]]
[[894 124]] , [[894 128]]
[[ 58 362]] , [[ 58 366]]
[[1068  111]] , [[1066  113]]
[[812 122]] , [[812 126]]
[[625 351]] , [[625 355]]
[[  0 124]] , [[  0 128]]
[[216 457]] , [[216 461]]
[[105 358]] , [[105 362]]
[[  0 124]] , [[  0 128]]
[[815 121]] , [[815 125]]
[[859 120]] , [[859 124]]
[[  0 124]] , [[  0 128]]
[[342 455]] , [[342 459]]
[[400 455]] , [[400 459]]
[[913 120]] , [[913 124]]
[[868 118]] , [[868 122]]
[[815 121]] , [[815 125]]
[[140 358]] , [[140 362]]
[[343 357]] , [[343 361]]
[[344 358]] , [[344 362]]
[[112 461]] , [[112 465]]
[[347 455]] , [[347 459]]
[[ 59 360]] , [[ 59 364]]
[[860 120]] , [[860 124]]
[[1058  117]] , [[1058  118]]
[[ 33 359]] , [[ 33 363]]
[[198 360]] , [[198 364]]
[[1029  120]] , [[1029  124]]
[[1029  120]] , [[1029  124]]
[[809 121]] , [[809 125]]
[[969 121]] , [[969 125]]
[[105 358]] , [[105 362]]
[[156 459]] , [[156 463]]
[[144 459]] , [[144 463]]
[[ 82 461]] , [[ 81 462]]
[[230 554]] , [[230 558]]
[[769 554]] , [[769 558]]
[[341 840]] , [[340 841]]
[[791 838]] , [[791 842]]
[[767 628]] , [[767 632]]
[[242 489]] , [[242 493]]
[[225 835]] , [[225 837]]
[[816 834]] , [[816 839]]
[[300 839]] , [[300 843]]
[[1074  733]] , [[1074  748]]
[[337 837]] , [[335 839]]
[[337 837]] , [[335 839]]
[[1072  767]] , [[1072  776]]
[[480 732]] , [[480 736]]
[[846 670]] , [[846 675]]
[[830 700]] , [[830 705]]
[[478 662]] , [[477 663]]
[[562 648]] , [[562 649]]
[[682 552]] , [[682 556]]
[[844 670]] , [[844 671]]
[[613 670]] , [[613 674]]
[[606 670]] , [[606 674]]
