472.0184 , 237.62408
472.67535 , 237.5518
473.21063 , 237.53053
413.40366 , 238.3461
352.56494 , 238.85
414.31052 , 238.48645
353.88644 , 239.39894
355.16895 , 239.80524
416.39243 , 239.12042
476.8155 , 237.91231
417.27786 , 238.55354
356.74182 , 238.84018
417.4126 , 237.91554
416.86578 , 237.62856
355.43994 , 238.1074
354.22006 , 236.97084
354.03513 , 236.29842
353.6776 , 235.94417
413.37106 , 233.90117
352.2732 , 234.64842
414.66376 , 234.08331
353.57672 , 235.50279
415.59573 , 235.36282
355.089 , 237.16493
416.47153 , 236.59502
476.73633 , 235.75525
476.78738 , 236.17522
539.23773 , 238.12628
539.2351 , 238.10606
540.4071 , 238.15501
480.44843 , 237.60289
480.37442 , 237.93929
419.08575 , 240.37314
359.05292 , 242.54727
299.0164 , 245.20969
362.80203 , 247.2012
426.2989 , 248.2766
365.59247 , 250.19734
427.6162 , 249.86334
488.7404 , 249.20648
550.6567 , 251.51904
490.7791 , 251.67145
429.37912 , 253.71042
429.34543 , 254.48518
367.43448 , 256.43768
367.22894 , 256.62076
367.06213 , 256.87955
366.70456 , 256.65506
366.46445 , 256.64465
366.14252 , 256.35846
427.05066 , 255.2125
487.3127 , 253.82077
486.19537 , 253.44765
421.861 , 253.68298
419.06125 , 253.56293
357.01227 , 254.86487
356.45224 , 256.15207
356.3825 , 256.706
356.28342 , 256.86963
356.20914 , 257.14532
417.4319 , 256.24167
417.60342 , 256.04703
356.3307 , 256.64328
293.73853 , 257.17944
287.54465 , 255.62798
350.1586 , 256.09436
362.163 , 256.51205
429.3249 , 258.39307
490.78278 , 259.68472
490.23242 , 260.0942
489.5362 , 259.92633
488.66943 , 259.5723
549.4316 , 261.05597
487.2538 , 258.2695
549.133 , 261.22903
486.52078 , 260.08337
486.57266 , 260.08942
549.196 , 261.13687
488.42203 , 258.0462
489.5589 , 258.0714
552.6316 , 260.6674
491.18793 , 258.44452
496.14523 , 256.74475
495.94373 , 258.49872
433.47278 , 260.04834
494.41888 , 260.10837
556.0845 , 263.2873
547.9155 , 265.21033
546.7323 , 263.26425
484.8856 , 260.2213
545.27655 , 261.28027
482.9761 , 258.4321
421.6061 , 258.55447
421.6125 , 258.38635
359.5549 , 258.42133
359.46793 , 258.34497
359.37296 , 258.26138
359.2945 , 258.0632
300.32318 , 259.46762
363.88135 , 258.2864
305.5973 , 259.08063
306.54034 , 259.4352
306.78143 , 259.25797
306.70694 , 259.27634
306.75586 , 259.25607
306.31168 , 259.2772
247.7849 , 259.6887
302.07507 , 263.33646
364.64908 , 268.22104
426.0164 , 270.20438
363.13278 , 272.1144
304.5204 , 283.2655
367.06827 , 284.10883
429.42633 , 283.92505
429.07874 , 284.26236
428.4292 , 284.22272
427.67703 , 284.24872
363.83118 , 284.2257
300.3676 , 284.92523
299.94067 , 284.9075
300.01028 , 284.91498
300.3057 , 285.14175
363.6897 , 284.47134
431.35687 , 284.5707
369.55673 , 282.5742
368.22723 , 276.80307
305.10645 , 276.88196
246.07611 , 276.69855
246.42041 , 276.33328
247.47812 , 275.5859
248.37395 , 275.4516
248.93419 , 275.1465
249.23438 , 274.6209
249.34683 , 274.3554
250.31938 , 273.49274
309.82855 , 273.11334
251.3678 , 273.3669
251.5291 , 273.23013
251.6136 , 273.06183
251.47192 , 272.5592
250.79811 , 272.23764
249.9922 , 271.3746
249.91164 , 270.81354
250.16008 , 270.59103
250.36363 , 270.3527
251.17099 , 270.3626
251.90274 , 270.42194
252.52014 , 270.8142
252.375 , 271.11038
252.40369 , 271.22583
252.40685 , 271.15433
252.42397 , 270.83905
252.46994 , 270.62576
252.86172 , 269.73874
253.33122 , 269.07727
